PCT_LACCESS_BLACK15,PCT_SBP09,FARM_TO_SCHOOL09,CHIPSTAX_STORES14,FOOD_TAX14,PCT_NHBLACK10,PCT_HISP10,PERPOV10,CHILDPOVRATE15,PERCHLDPOV10
0.15411146380823318,0.5573072819162379,0.0,0.5714285714285714,0.5714285714285714,0.20579178678097862,0.025072307379946365,0.0,0.26586620926243565,0.0
0.03874948810106075,0.5573072819162379,0.0,0.5714285714285714,0.5714285714285714,0.10894847454570969,0.045797009015520675,0.0,0.27958833619210977,0.0
0.1970898333783924,0.5573072819162379,0.0,0.5714285714285714,0.5714285714285714,0.5464870972008691,0.052760426474625574,1.0,0.7186963979416809,1.0
0.036479195651294635,0.5573072819162379,0.0,0.5714285714285714,0.5714285714285714,0.2566106874952628,0.018505085329573703,0.0,0.4459691252144081,1.0
0.003334918012614349,0.5573072819162379,0.0,0.5714285714285714,0.5714285714285714,0.01478298725436372,0.08428867243835152,0.0,0.32418524871355053,0.0
0.4814629467929476,0.5573072819162379,0.0,0.5714285714285714,0.5714285714285714,0.8189998311293675,0.07435702224652475,1.0,0.8216123499142366,1.0
0.05245650154474946,0.5573072819162379,0.0,0.5714285714285714,0.5714285714285714,0.5055076457852773,0.009523497115108437,1.0,0.5608919382504287,1.0
0.0919418334878367,0.5573072819162379,0.0,0.5714285714285714,0.5714285714285714,0.23865208678318195,0.03429155493192715,0.0,0.4699828473413378,0.0
0.15255574052865442,0.5573072819162379,0.0,0.5714285714285714,0.5714285714285714,0.4517516210694632,0.016361878576818225,0.0,0.5334476843910805,1.0
0.00010828249940988907,0.5573072819162379,0.0,0.5714285714285714,0.5714285714285714,0.05431286466745346,0.012860129124798163,0.0,0.46140651801029153,0.0
0.01119734524001691,0.5573072819162379,0.0,0.5714285714285714,0.5714285714285714,0.11185890528383773,0.08184580600836457,0.0,0.42538593481989706,0.0
0.27995104728899867,0.5573072819162379,0.0,0.5714285714285714,0.5714285714285714,0.505871134302288,0.005501433724290104,1.0,0.5180102915951972,1.0
0.2621964208075479,0.5573072819162379,0.0,0.5714285714285714,0.5714285714285714,0.511068632932539,0.010956689816369422,1.0,0.47341337907375636,1.0
0.009243505398325384,0.5573072819162379,0.0,0.5714285714285714,0.5714285714285714,0.17205268622895034,0.029911924085272972,0.0,0.41166380789022294,0.0
0.0002536130293948555,0.5573072819162379,0.0,0.5714285714285714,0.5714285714285714,0.0386182065938325,0.02141625242496086,0.0,0.41852487135505995,0.0
0.04515560342479734,0.5573072819162379,0.0,0.5714285714285714,0.5714285714285714,0.193485824560679,0.06649575738277348,0.0,0.3499142367066895,0.0
0.045955986084735466,0.5573072819162379,0.0,0.5714285714285714,0.5714285714285714,0.18712924867451564,0.020974069650274593,0.0,0.40480274442538583,0.0
0.1422750587955166,0.5573072819162379,0.0,0.5714285714285714,0.5714285714285714,0.5416816330300085,0.012712079780514128,1.0,0.6466552315608919,1.0
0.08300463678570547,0.5573072819162379,0.0,0.5714285714285714,0.5714285714285714,0.3606936943154742,0.02081826740824791,0.0,0.4957118353344768,0.0
0.016722435025475463,0.5573072819162379,0.0,0.5714285714285714,0.5714285714285714,0.14519948541993394,0.013358034529588841,0.0,0.5283018867924528,1.0
0.1848785378338449,0.5573072819162379,0.0,0.5714285714285714,0.5714285714285714,0.2727858112315701,0.01532190842715676,0.0,0.451114922813036,1.0
0.0008326900013695488,0.5573072819162379,0.0,0.5714285714285714,0.5714285714285714,0.011950874083003157,0.044866149143775284,0.0,0.36706689536878206,0.0
0.10802534060665456,0.5573072819162379,0.0,0.5714285714285714,0.5714285714285714,0.22234209446581496,0.05863315954661191,0.0,0.44082332761578036,0.0
0.2586523416411853,0.5573072819162379,0.0,0.5714285714285714,0.5714285714285714,0.8096845346102284,0.007364970747499232,1.0,0.8027444253859347,1.0
0.0032959965563366684,0.5573072819162379,0.0,0.5714285714285714,0.5714285714285714,0.016936972196001515,0.14232596131195754,0.0,0.43910806174957107,0.0
