PCT_LACCESS_BLACK15,PCT_SNAP12,PC_SNAPBEN10,PCT_FREE_LUNCH09,PCT_SBP09,FARM_TO_SCHOOL09,CHIPSTAX_STORES14,FOOD_TAX14,PCT_NHBLACK10,PCT_HISP10,MEDHHINC15,POVRATE15,PERPOV10,CHILDPOVRATE15,PERCHLDPOV10
0.15411146380823318,0.7966916174675798,0.2082964040198133,0.3217481215110551,0.5573072819162379,0.0,0.5714285714285714,0.5714285714285714,0.20579178678097862,0.025072307379946365,0.3270294934275674,0.21136363636363636,0.0,0.26586620926243565,0.0
0.03874948810106075,0.7966916174675798,0.1743776156709851,0.33390468503085646,0.5573072819162379,0.0,0.5714285714285714,0.5714285714285714,0.10894847454570969,0.045797009015520675,0.2863231268081471,0.21590909090909094,0.0,0.27958833619210977,0.0
0.1970898333783924,0.7966916174675798,0.35265323538136706,0.6860418904644586,0.5573072819162379,0.0,0.5714285714285714,0.5714285714285714,0.5464870972008691,0.052760426474625574,0.08289808360678017,0.65,1.0,0.7186963979416809,1.0
0.036479195651294635,0.7966916174675798,0.25395015156816225,0.5054255792864272,0.5573072819162379,0.0,0.5714285714285714,0.5714285714285714,0.2566106874952628,0.018505085329573703,0.17351416422344332,0.42727272727272725,0.0,0.4459691252144081,1.0
0.003334918012614349,0.7966916174675798,0.24105173869557686,0.3988945848292979,0.5573072819162379,0.0,0.5714285714285714,0.5714285714285714,0.01478298725436372,0.08428867243835152,0.2678775993631439,0.25681818181818183,0.0,0.32418524871355053,0.0
0.4814629467929476,0.7966916174675798,0.4069994702416218,0.9260344042272165,0.5573072819162379,0.0,0.5714285714285714,0.5714285714285714,0.8189998311293675,0.07435702224652475,0.052006679222569546,0.8227272727272728,1.0,0.8216123499142366,1.0
0.05245650154474946,0.7966916174675798,0.374843463829264,0.700584362128559,0.5573072819162379,0.0,0.5714285714285714,0.5714285714285714,0.5055076457852773,0.009523497115108437,0.1065374832534027,0.5090909090909091,1.0,0.5608919382504287,1.0
0.0919418334878367,0.7966916174675798,0.3427221093007314,0.4863523196511851,0.5573072819162379,0.0,0.5714285714285714,0.5714285714285714,0.23865208678318195,0.03429155493192715,0.1863677844009087,0.3772727272727273,0.0,0.4699828473413378,0.0
0.15255574052865442,0.7966916174675798,0.35971156366052226,0.6494655361329992,0.5573072819162379,0.0,0.5714285714285714,0.5714285714285714,0.4517516210694632,0.016361878576818225,0.12296371085179506,0.43181818181818177,0.0,0.5334476843910805,1.0
0.00010828249940988907,0.7966916174675798,0.320255205246883,0.4789940832607303,0.5573072819162379,0.0,0.5714285714285714,0.5714285714285714,0.05431286466745346,0.012860129124798163,0.15775780051647478,0.3636363636363636,0.0,0.46140651801029153,0.0
