GROCPTH14,SUPERCPTH14,CONVSPTH14,SPECSPTH14,FFRPTH14,PCT_NSLP15,PCT_SBP15,VLFOODSEC_10_12,MILK_PRICE10,SODA_PRICE10,POVRATE15
0.022926256854047523,0.07276841824366105,0.11770015339521411,0.025958991702699732,0.11697806663064177,0.6896869689164644,0.5574045077596441,0.7346938775510204,0.36892377812202803,0.20917158668443792,0.21136363636363636
0.04601196347810581,0.12086308547251785,0.12815554041757413,0.09341815291971547,0.11873410253050129,0.6896869689164644,0.5574045077596441,0.7346938775510204,0.43932369112014746,0.2948597831648163,0.21590909090909094
0.059043403951485426,0.14992377378995428,0.1535810367368283,0.05348309613456224,0.14728307362821735,0.6896869689164644,0.5574045077596441,0.7346938775510204,0.6160923170772834,0.2689921692858137,0.65
0.07053674583726123,0.1791078107074647,0.14485026208641774,0.03194703940332249,0.039989336216800855,0.6896869689164644,0.5574045077596441,0.7346938775510204,0.36892377812202803,0.20917158668443792,0.42727272727272725
0.03300472983972782,0.06983828434190296,0.10166496297835116,0.0,0.06548970005476083,0.6896869689164644,0.5574045077596441,0.7346938775510204,0.36892377812202803,0.20917158668443792,0.25681818181818183
0.05899293954898202,0.0,0.060572277864889876,0.0,0.05016722399598662,0.6896869689164644,0.5574045077596441,0.7346938775510204,0.36892377812202803,0.20917158668443792,0.8227272727272728
0.046930429700667804,0.19861059491916636,0.22487189598540375,0.0,0.15076862440793853,0.6896869689164644,0.5574045077596441,0.7346938775510204,0.36892377812202803,0.20917158668443792,0.5090909090909091
0.07395441521499192,0.1043255048625953,0.13874414799193016,0.006202741100645085,0.15994340728720455,0.6896869689164644,0.5574045077596441,0.7346938775510204,0.36892377812202803,0.20917158668443792,0.3772727272727273
0.06522185711440247,0.11829453227097672,0.14669170872903037,0.04219976370438877,0.1373400633490128,0.6896869689164644,0.5574045077596441,0.7346938775510204,0.20017920366834163,0.26398922931698143,0.43181818181818177
0.06097092613161553,0.15481821399289095,0.15024772433559272,0.02761456110287191,0.10369858283170412,0.6896869689164644,0.5574045077596441,0.7346938775510204,0.20017920366834163,0.26398922931698143,0.3636363636363636
0.04336345626542703,0.0917576530550546,0.1682031671137327,0.04909972485710636,0.08194668911344427,0.6896869689164644,0.5574045077596441,0.7346938775510204,0.36892377812202803,0.20917158668443792,0.38181818181818183
0.07149290692982577,0.0,0.19575170757159127,0.0,0.08106282359351498,0.6896869689164644,0.5574045077596441,0.7346938775510204,0.6160923170772834,0.2689921692858137,0.4772727272727273
0.0636400079792957,0.32319102022191465,0.11326251077801097,0.05764682297799527,0.187612748084991,0.6896869689164644,0.5574045077596441,0.7346938775510204,0.6160923170772834,0.2689921692858137,0.42727272727272725
0.07028482895474422,0.0,0.11225895324737374,0.05305489999851771,0.05312868947574971,0.6896869689164644,0.5574045077596441,0.7346938775510204,0.36892377812202803,0.20917158668443792,0.3409090909090909
0.04210875341534234,0.0,0.1441202474611058,0.0,0.09549071621236076,0.6896869689164644,0.5574045077596441,0.7346938775510204,0.20017920366834163,0.26398922931698143,0.35227272727272724
0.03118309136960486,0.07918052994750832,0.11526449155661891,0.014123245101468817,0.12021450029038286,0.6896869689164644,0.5574045077596441,0.7346938775510204,0.6160923170772834,0.2689921692858137,0.2909090909090909
