FIPS,PCT_NHWHITE10,PCT_NHBLACK10,PCT_HISP10,PCT_NHASIAN10,PCT_NHNA10,PCT_NHPI10,PCT_65OLDER10,PCT_18YOUNGER10,MEDHHINC15,POVRATE15,PERPOV10,CHILDPOVRATE15,PERCHLDPOV10,METRO13,POPLOSS10
19033,92.58227446716947,1.2570496704491405,3.836832687821341,0.8335032049104211,0.15401689655953432,0.018119634889356983,17.93617358610224,21.496681841860887,50208.0,12.3,0,14.7,0,0,1.0
19035,95.70079522862824,0.5301524188204109,2.2697150430748843,0.5135851557322729,0.24022531477799866,0.00828363154406892,21.570576540755468,21.16467859509609,52879.0,10.3,0,14.2,0,0,1.0
19037,96.85666050325588,0.2331377120347295,2.162553259908353,0.3215692579789372,0.04019615724736715,0.0,19.101213923948873,24.399067449151858,57559.0,8.5,0,13.6,0,0,1.0
19039,88.39112642687918,0.4092181779022184,9.982769760930433,0.3446047813913418,0.16153349127719147,0.043075597673917734,16.681025199224642,25.263838035752745,49424.0,11.8,0,18.2,0,0,0.0
19041,95.05609887802244,0.4079918401631967,2.861942761144777,0.5879882402351954,0.21599568008639825,0.0,18.39563208735825,22.979540409191817,52584.0,11.6,0,15.7,0,0,1.0
19043,96.87793038777649,0.33096144299189145,1.6879033592586463,0.23167301009432406,0.07170831264824315,0.09377240884770258,19.328148270726462,23.18936510563186,48598.0,11.2,0,16.6,0,0,1.0
19045,92.54418112224123,2.561283492141054,2.530743545891359,0.5639710074110269,0.20563563808127697,0.01832396774981676,16.831582376415017,23.597198468930696,52945.0,13.4,0,18.2,0,0,1.0
19047,73.35634066448294,1.1406176883481516,24.16354702854469,0.5673841834347216,0.15208235844642026,0.046794571829667765,16.337154890032757,26.415535797847447,51834.0,15.1,0,18.4,0,0,0.0
19049,88.65199969758827,1.345732214409919,6.137446132909957,2.4979209193316696,0.14213351478037348,0.0559461707114236,9.792091933167008,29.063279655250625,81381.0,5.3,0,6.0,0,1,0.0
19051,97.74934308237177,0.0799725808294299,0.9710956243573632,0.27419170570090257,0.19421912487147264,0.0,17.05700902547698,29.13286873072089,49851.0,12.7,0,21.0,0,0,0.0
19053,93.9576682038548,1.7618540853730638,2.140238855386071,0.6266997753340429,0.3310866737613811,0.18919238500650348,18.126995388435613,22.679437152654604,39424.0,21.7,0,27.1,0,0,0.0
19055,97.9959468588156,0.25332132402612023,0.7824814231029048,0.24769196126998425,0.0956991668543121,0.0,16.5728439540644,25.236433235757712,59260.0,10.2,0,12.9,0,0,0.0
19057,89.42095474271544,4.972101673899567,2.5840049597024177,0.7067575945443274,0.21822690638561687,0.04463732176069436,17.59702417854929,23.169249845009297,50125.0,14.7,0,22.6,0,0,1.0
19059,97.52804943901123,0.17399652006959862,1.0679786404271914,0.4319913601727965,0.07199856002879942,0.02999940001199976,22.271554568908623,19.36161276774465,56869.0,8.6,0,10.7,0,0,0.0
