FIPS,PCT_LACCESS_POP10,PCT_LACCESS_POP15,PCT_LACCESS_LOWI10,PCT_LACCESS_LOWI15,PCT_LACCESS_HHNV10,PCT_LACCESS_HHNV15,PCT_LACCESS_SNAP15,PCT_LACCESS_CHILD10,PCT_LACCESS_CHILD15,PCT_LACCESS_SENIORS10,PCT_LACCESS_SENIORS15,PCT_LACCESS_WHITE15,PCT_LACCESS_BLACK15,PCT_LACCESS_HISP15,PCT_LACCESS_NHASIAN15,PCT_LACCESS_NHNA15,PCT_LACCESS_NHPI15,PCT_LACCESS_MULTIR15,PCT_LACCESS_SNAP15 
1001,33.76965730033296,32.062254747184035,9.793530396131905,11.991125000212605,3.2847855556540977,3.3513316313738293,4.608749252541551,8.837111778735043,8.460485385752763,4.376377981518517,3.9962787647370215,23.16361329918895,7.726582238851551,0.8633453012590149,0.1590001560715893,0.11209226360329974,0.016158693678439782,0.884808108518433,4.608749252541551
1003,19.318472596371,16.767489331327027,5.460260624349353,5.4244265969613314,2.147827159526209,1.9051144660996444,1.2989003685463132,4.343199150480114,3.8449360411209934,3.5135701330134474,3.0618400622971436,13.981393471569364,1.9427568795193704,0.7559733541604038,0.1168333900609234,0.09966238625708228,0.008130817111661097,0.6187123684238006,1.2989003685463132
1005,20.840971709557856,22.105560066973663,11.420315716122772,10.739666573274102,4.135869370614328,4.329378079092943,4.303147049779694,3.4250621937882726,3.758341320879411,2.8051664425341336,3.0016945130423127,10.302934444774193,9.881359688690097,1.855182740477175,0.062266125361292925,0.14553857556290964,0.0294364860859354,1.6840246747800232,4.303147049779694
1007,4.559752683225005,4.2303244206186426,2.1446609916586645,2.6016270076683963,3.4585800954854773,2.82142744398334,0.6767103234591161,1.0875180130849835,1.0152418510612828,0.6570077390187039,0.6008650706805324,2.3587704067468778,1.828932762312948,0.03751587380289012,0.008703111441598778,0.010967039847195766,0.0,0.022951097716443027,0.6767103234591161
1009,2.7008400949615683,6.497380137361867,1.0624676535930184,2.8801498232112803,3.269379843993799,3.3364141441489017,0.8127274929922376,0.6714901911152211,1.5887200603768292,0.34026909600807365,0.8825830962766426,5.909147039114544,0.16720052906872426,0.8678864856259867,0.014704641143427987,0.05048365763757057,0.0018541767164650396,0.35399006757299123,0.8127274929922376
1011,37.47465226144493,37.950342361794206,20.151730144174,19.743350740659608,7.2855609687476885,11.104440609899546,6.016622830144433,5.562560639685605,5.650681600684799,5.079604368155754,5.190941491302208,13.397438670926885,24.13878216084259,0.2206238721563652,0.008876197589379155,0.07060003280027194,0.0,0.3346451467837465,6.016622830144433
1013,6.243470213062347,6.226804584468372,2.832029114537614,2.9261219305591433,4.652357458095042,3.7706783775873167,1.0768789929632352,1.2642673276491525,1.260992579269561,1.217140537140822,1.2162512063128037,3.4837084626486847,2.629976142802019,0.05291880409741299,0.023657317784822027,0.034843935581108126,0.0,0.05461873853629494,1.0768789929632352
1015,26.061085741273487,23.43385180764852,10.043823885848852,9.178566582982912,2.6455181296389467,2.6098954796953797,4.080320207731614,5.869756018626387,5.201704016985663,4.195726759292253,3.7574743345402033,17.759976180911686,4.609625527394503,0.8188216362784865,0.19825186597814828,0.099767664457463,0.0185216634544734,0.7477089569130562,4.080320207731614
1017,19.72296718578205,20.843214136062453,8.821524906047204,10.328558281147886,4.426159573983363,5.240802890493262,3.6074932055876117,4.476623343561245,4.66273228088964,3.4219069626227387,3.7013984355532368,12.512378829320413,7.648583992883822,0.3705586179206693,0.31709310422292564,0.06046513440048663,0.0001785802309503814,0.3045144529659506,3.6074932055876117
1019,0.3055532516164031,0.39833198231404826,0.13268637634390432,0.2211124003094359,3.564252393131893,2.822199537318709,0.046005677626484186,0.06666684727929277,0.07213667679747816,0.03548555018051245,0.053018598228049565,0.38820591855052905,0.00542888644390519,0.001342691239010416,0.0,0.000835141488164404,0.0,0.003862036543675863,0.046005677626484186
1021,3.3377125565412094,3.3680065770122813,1.6886043045958528,1.4605309613523727,3.0185112841951565,3.8719094601946606,0.6972774752653399,0.7641358472325849,0.7722886215085627,0.5537991645907088,0.5647062570034485,2.5799238987403936,0.5613937257870725,0.18535746009316525,0.005604761286846985,0.021677205050475226,0.06349041948817817,0.1359165617294219,0.6972774752653399
1023,18.848790450188037,19.502815490958874,11.62806842206732,7.290419052432211,6.489997864857483,7.2116710472237315,6.138276316547527,3.8548511299143664,4.023045451848019,3.166733861361743,3.2677715939379466,5.367030350915232,14.0357163333589,0.08169374889640882,0.0,0.03607764021439844,0.0,0.06399120181772082,6.138276316547527
1025,19.589908192132274,22.11483889428084,11.232512663350368,11.154712302637632,7.274899392260821,9.129547508159376,4.148988028320993,5.266990539692214,5.896632407570549,2.8224925706530946,3.2616907024361708,8.63005698560233,13.145564632511244,0.3126737467327999,0.053733992662344285,0.06878701117483219,0.003825570674021643,0.21287069730473346,4.148988028320993
1027,5.331407536107178,4.613414584500919,1.9289483357251795,2.3268798802372164,3.286965297489983,3.4019230802861546,0.7238262466098201,1.1775257035201263,1.028049402183477,0.9669749166293856,0.7852368521612403,4.008493619202447,0.4634353789819352,0.07988899797455787,0.00689594066263749,0.01986598080718447,0.0,0.11472364913669465,0.7238262466098201
1029,0.9809210249319059,5.273411320245745,0.5369355548067827,2.071715769553613,3.544518261492582,3.5522653491290437,0.6712892316282975,0.21153598231853196,1.2591615719612876,0.1948820721404495,0.7485629817540141,5.154791783400501,0.012715224942006812,0.09129877641423192,0.0008009229478335762,0.011218697743296488,0.0,0.09388469843185948,0.6712892316282975
1031,22.81436774732562,20.994005725991236,7.425411657620847,5.9812031395362775,4.45418854799407,2.7371308876188927,1.997805117822817,5.460272419636621,5.144449659195704,2.9901205557716426,2.2089558035000403,16.942371617756063,2.2639359511944623,1.2149268401550692,0.4676128433824898,0.2166368782755045,0.05987859585024665,1.043569894503852,1.997805117822817
1033,17.490172618280006,20.385952642876283,5.0898157401476265,6.551704535138825,2.3382581718241644,2.9959598358393227,3.6827821822294777,4.174278644931029,4.790221905716984,2.9279912649220985,3.4320937420703315,17.372829382930718,2.3040641953350667,0.3658048822977199,0.15042673968671638,0.07114078763254704,0.0018372896303373266,0.485654254864511,3.6827821822294777
1035,28.16587216880609,26.900207440887968,14.78309504159389,13.2297762622088,6.621534202897457,5.789568182885138,7.609672179518562,5.466418392028318,5.253773645420049,5.889327345441858,5.667538576271387,19.263836215146355,7.133148405422324,0.16563230971385998,0.030131384897385774,0.1088231146743068,0.0,0.3642683206526587,7.609672179518562
1037,24.588289612072106,24.51625213309117,6.52448032255445,10.124807485429761,3.5283618495966,5.844221712676972,3.0728887420509805,4.3164137340101485,4.336999536112982,4.901327847721172,4.895999954025262,20.027960895894964,4.1615473403640015,0.24736455704768695,0.013960188257932318,0.028962837269303838,0.0007003995159158097,0.2831204839333876,3.0728887420509805
1039,8.82865337712673,9.980464049266544,3.0467534329448434,4.370326751105626,4.269161411797528,3.3001270001401,1.4271134851647225,1.8046100034437893,2.0759194699757684,1.7401120356194837,1.929335029847541,8.969370839059156,0.8384014158671892,0.06908098896961419,0.011033602803957872,0.04957708276118946,0.0,0.11208109719767034,1.4271134851647225
1041,38.71628362061117,37.96178977914188,15.835373554614339,17.039060380152165,6.5945747608074115,4.438704254915359,7.827321755726486,9.326931968391843,9.192671845769596,5.602071574201157,5.455149518172645,27.84056508280821,9.26913022219646,0.25659789233860925,0.06871941621784151,0.11349111675158136,0.0,0.6698839629983186,7.827321755726486
1043,7.829499986046826,7.338096910138272,3.1533742988073405,3.1096062497312267,3.0922674982695897,3.2982458046664886,1.1118573448773978,1.8375814538084476,1.7822768166052532,1.4562544662685868,1.2630533491441809,6.958200188788734,0.0417480154692263,0.4560974182464082,0.06879024204331605,0.030064303004947144,0.001624562080691105,0.2376695926018195,1.1118573448773978
1045,27.555590623508984,27.933712995483674,10.283822566961792,10.559380332897096,2.6859786455392425,3.0655048470906654,3.4181456953500624,7.610137593272849,8.246732551427357,2.7370592518106704,2.7157217244937217,19.97930406902729,5.415993446898111,2.4227680553819035,0.31292738047146923,0.216183957875696,0.03747903524362679,1.9718251201225965,3.4181456953500624
1047,17.76722320284934,17.4350909803699,11.563454429954884,11.5562709319937,6.252084196153011,5.794713907896637,6.5950940492492975,4.472785842490096,4.4315119925213375,2.9075926878267686,2.845549682059949,4.2563885424707895,12.967877532128005,0.11746275516326928,0.04780320069867139,0.020018557152959932,0.0003872422602610841,0.1426158763877305,6.5950940492492975
