,FIPS,PCT_DIABETES_ADULTS08,PCT_DIABETES_ADULTS13,PCT_OBESE_ADULTS08,PCT_OBESE_ADULTS13,PCT_HSPA15,RECFACPTH09,RECFACPTH14,RECFACPTH14 ,PCT_DIABETES_ADULTS13_CLASS
52,1105,17.5,21.7,40.7,43.0,25.40000000000001,0.0,0.0,0.0,3
53,1107,14.9,16.4,34.8,36.4,25.40000000000001,0.10093873,0.0491039,0.0491039,2
54,1109,12.9,13.5,35.1,38.4,25.40000000000001,0.0614251,0.0599,0.0599,2
55,1111,12.9,14.9,31.9,30.9,25.40000000000001,0.0437369,0.0,0.0,2
56,1113,13.6,12.9,36.7,36.4,25.40000000000001,0.07668417599999999,0.0503288,0.0503288,2
57,1115,11.4,12.8,33.7,33.0,25.40000000000001,0.0240938,0.0230688,0.0230688,2
58,1117,8.0,8.7,28.4,30.1,25.40000000000001,0.124540756,0.130652537,0.130652537,1
59,1119,17.1,20.1,40.8,40.3,25.40000000000001,0.072748436,0.07595321299999999,0.07595321299999999,3
60,1121,13.6,15.3,34.0,39.0,25.40000000000001,0.0362871,0.0,0.0,2
61,1123,14.3,13.7,33.9,36.9,25.40000000000001,0.071717148,0.0242925,0.0242925,2
62,1125,11.1,12.3,33.1,34.3,25.40000000000001,0.082990995,0.084070184,0.084070184,2
63,1127,13.3,16.7,33.1,33.2,25.40000000000001,0.08909082800000001,0.06109580000000001,0.06109580000000001,2
64,1129,12.9,17.8,34.9,40.2,25.40000000000001,0.057165699999999986,0.0,0.0,3
65,1131,17.1,19.3,40.8,44.9,25.40000000000001,0.0,0.0,0.0,3
66,1133,10.0,13.2,29.3,30.2,25.40000000000001,0.0,0.0414079,0.0414079,2
67,2013,5.5,7.6,28.4,33.4,20.900000000000006,0.0,0.0,0.0,1
68,2016,5.9,6.2,30.0,39.4,20.900000000000006,0.0,0.0,0.0,1
69,2020,7.0,7.0,26.5,27.0,20.900000000000006,0.118188107,0.136208099,0.136208099,1
70,2050,5.5,5.8,31.9,30.3,20.900000000000006,0.059312,0.0,0.0,1
71,2060,6.8,8.5,32.6,39.7,20.900000000000006,0.0,0.0,0.0,1
72,2068,6.0,5.8,29.8,27.0,20.900000000000006,0.0,0.0,0.0,1
73,2070,7.8,7.2,38.5,38.0,20.900000000000006,0.0,0.0,0.0,1
74,2090,5.2,5.5,25.5,28.1,20.900000000000006,0.084000084,0.110711877,0.110711877,1
75,2100,6.6,7.9,29.4,25.5,20.900000000000006,0.0,0.0,0.0,1
76,2105,9.913256851497797,7.3,28.93068833652004,31.8,20.900000000000006,0.0,0.0,0.0,1
77,2110,5.3,5.9,26.7,28.6,20.900000000000006,0.226852902,0.277726347,0.277726347,1
78,2122,6.3,7.2,29.9,28.4,20.900000000000006,0.164245565,0.173982637,0.173982637,1
79,2130,7.2,8.9,34.0,30.8,20.900000000000006,0.376109523,0.21759628600000006,0.21759628600000006,1
80,2150,6.2,6.6,26.2,30.2,20.900000000000006,0.0,0.0,0.0,1
81,2164,7.2,7.4,34.3,31.9,20.900000000000006,0.0,0.0,0.0,1
82,2170,5.8,8.2,27.9,30.2,20.900000000000006,0.092075732,0.061298300000000014,0.061298300000000014,1
83,2180,7.1,6.0,33.0,31.7,20.900000000000006,0.0,0.0,0.0,1
84,2185,7.1,6.5,37.7,36.5,20.900000000000006,0.109829764,0.103060909,0.103060909,1
85,2188,6.6,6.5,31.3,32.4,20.900000000000006,0.0,0.0,0.0,1
86,2195,9.913256851497797,7.1,28.93068833652004,30.5,20.900000000000006,0.0,0.0,0.0,1
87,2198,9.913256851497797,7.3,28.93068833652004,35.2,20.900000000000006,0.0,0.0,0.0,1
88,2220,6.8,6.7,30.5,28.7,20.900000000000006,0.226142017,0.112359551,0.112359551,1
89,2230,9.913256851497797,6.4,28.93068833652004,28.1,20.900000000000006,0.0,0.0,0.0,1
90,2240,6.3,6.9,31.4,33.1,20.900000000000006,0.0,0.0,0.0,1
91,2261,6.2,7.4,32.9,30.4,20.900000000000006,0.210703751,0.21079258,0.21079258,1
92,2270,6.4,4.6,32.5,32.6,20.900000000000006,0.0,0.0,0.0,1
93,2275,9.913256851497797,8.9,28.93068833652004,30.6,20.900000000000006,0.0,0.0,0.0,1
94,2282,7.3,7.9,29.2,31.3,20.900000000000006,0.0,0.0,0.0,1
95,2290,6.9,8.3,32.2,28.3,20.900000000000006,0.0,0.0,0.0,1
96,4001,13.6,14.4,31.7,35.2,26.0,0.0422488,0.0,0.0,2
97,4003,8.4,10.3,23.3,26.0,26.0,0.092250213,0.062770699,0.062770699,2
98,4005,7.1,7.6,20.8,23.2,26.0,0.082411202,0.065368022,0.065368022,1
99,4007,10.9,11.2,25.8,27.5,26.0,0.130692108,0.0188257,0.0188257,2
100,4009,9.1,10.3,30.1,32.5,26.0,0.07994670200000001,0.0263456,0.0263456,2
101,4011,8.2,10.7,32.8,34.7,26.0,0.0,0.0,0.0,2
102,4012,12.0,14.8,28.6,32.0,26.0,0.0,0.0,0.0,2
103,4013,7.4,9.0,23.1,25.4,26.0,0.07361100599999999,0.078538047,0.078538047,1
104,4015,11.1,12.8,27.0,29.6,26.0,0.06509895,0.06884309200000001,0.06884309200000001,2
105,4017,12.9,13.1,27.6,30.9,26.0,0.0278886,0.0185012,0.0185012,2
106,4019,7.8,8.8,23.5,24.2,26.0,0.108653314,0.116474003,0.116474003,1
107,4021,8.4,12.3,29.0,31.6,26.0,0.0257268,0.0223926,0.0223926,2
108,4023,6.3,8.0,21.0,23.0,26.0,0.0212716,0.0428311,0.0428311,1
109,4025,8.0,10.5,20.1,25.3,26.0,0.113651431,0.114236625,0.114236625,2
110,4027,10.0,12.6,26.6,30.5,26.0,0.0464602,0.039361,0.039361,2
111,5001,12.6,12.9,34.8,33.8,28.599999999999994,0.052263,0.0537808,0.0537808,2
112,5003,11.3,14.5,35.7,42.1,28.599999999999994,0.0,0.0,0.0,2
113,5005,11.8,16.0,26.6,32.3,28.599999999999994,0.096244075,0.09790244,0.09790244,2
114,5007,7.8,9.6,28.0,30.1,28.599999999999994,0.110793094,0.103168937,0.103168937,1
115,5009,10.1,12.4,28.2,33.9,28.599999999999994,0.0,0.0537692,0.0537692,2
116,5011,12.2,13.1,32.2,39.0,28.599999999999994,0.08667013300000001,0.089702189,0.089702189,2
117,5013,12.6,13.7,32.2,34.2,28.599999999999994,0.0,0.0,0.0,2
118,5015,10.9,13.0,25.5,35.8,28.599999999999994,0.110464688,0.036043800000000015,0.036043800000000015,2
119,5017,14.7,15.2,35.8,43.1,28.599999999999994,0.084381065,0.0,0.0,2
120,5019,10.1,11.6,31.3,34.3,28.599999999999994,0.173160173,0.088589653,0.088589653,2
121,5021,12.0,11.1,30.8,33.7,28.599999999999994,0.062282,0.066146316,0.066146316,2
122,5023,11.9,13.5,28.4,31.8,28.599999999999994,0.0386548,0.0390107,0.0390107,2
123,5025,11.8,13.0,31.7,35.7,28.599999999999994,0.0,0.0,0.0,2
124,5027,12.0,12.9,31.8,36.4,28.599999999999994,0.121842255,0.08356662299999999,0.08356662299999999,2
125,5029,10.4,13.7,29.5,39.7,28.599999999999994,0.094086654,0.0474316,0.0474316,2
126,5031,10.1,13.1,31.9,36.4,28.599999999999994,0.0523659,0.07803507700000001,0.07803507700000001,2
127,5033,8.2,11.4,30.1,35.1,28.599999999999994,0.048705300000000014,0.081041218,0.081041218,2
128,5035,13.8,15.8,36.4,38.8,28.599999999999994,0.0392704,0.0403649,0.0403649,2
129,5037,12.3,13.6,31.4,37.9,28.599999999999994,0.111290412,0.058048400000000014,0.058048400000000014,2
130,5039,13.6,14.4,34.0,36.2,28.599999999999994,0.0,0.0,0.0,2
131,5041,13.3,15.1,35.6,39.6,28.599999999999994,0.07628928900000001,0.0,0.0,2
132,5043,10.6,13.6,31.8,34.3,28.599999999999994,0.0540687,0.0,0.0,2
133,5045,9.3,11.2,29.4,33.2,28.599999999999994,0.108290544,0.0414017,0.0414017,2
134,5047,10.9,13.8,32.9,37.1,28.599999999999994,0.0,0.0,0.0,2
135,5049,11.4,15.6,28.8,32.9,28.599999999999994,0.0,0.082474227,0.082474227,2
136,5051,10.2,14.5,27.1,32.3,28.599999999999994,0.083472454,0.051375800000000006,0.051375800000000006,2
137,5053,9.4,11.1,32.4,38.3,28.599999999999994,0.0,0.055114599999999986,0.055114599999999986,2
138,5055,9.6,12.9,30.7,31.2,28.599999999999994,0.071902787,0.09154575,0.09154575,2
139,5057,13.0,13.5,33.4,40.3,28.599999999999994,0.08843687800000001,0.0447888,0.0447888,2
140,5059,10.7,12.2,32.5,34.7,28.599999999999994,0.0609812,0.0299688,0.0299688,2
141,5061,11.8,13.4,32.3,35.7,28.599999999999994,0.072774907,0.074074074,0.074074074,2
142,5063,10.1,13.1,29.0,37.2,28.599999999999994,0.0551587,0.027057,0.027057,2
143,5065,9.8,15.5,27.1,33.9,28.599999999999994,0.073104759,0.0,0.0,2
144,5067,11.4,12.9,31.2,37.2,28.599999999999994,0.111451658,0.0570321,0.0570321,2
145,5069,12.5,15.4,37.4,40.7,28.599999999999994,0.0257205,0.013831799999999998,0.013831799999999998,2
146,5071,9.9,12.5,30.7,36.4,28.599999999999994,0.07882084,0.0384541,0.0384541,2
147,5073,13.5,15.3,32.2,36.3,28.599999999999994,0.0,0.0,0.0,2
148,5075,11.2,13.2,32.1,31.8,28.599999999999994,0.0,0.0,0.0,2
149,5077,12.7,13.1,35.6,35.7,28.599999999999994,0.0,0.0,0.0,2
150,5079,10.4,12.3,33.8,37.5,28.599999999999994,0.070497004,0.071581961,0.071581961,2
151,5081,11.9,12.9,33.1,32.7,28.599999999999994,0.0,0.0,0.0,2
152,5083,9.6,13.8,28.4,37.5,28.599999999999994,0.0445851,0.0,0.0,2
153,5085,10.9,13.1,32.4,35.8,28.599999999999994,0.0592759,0.0279497,0.0279497,2
154,5087,9.8,11.8,29.1,34.0,28.599999999999994,0.063803994,0.0,0.0,2
155,5089,11.8,12.2,30.2,31.7,28.599999999999994,0.0,0.0,0.0,2
156,5091,13.8,12.3,36.1,35.9,28.599999999999994,0.069309676,0.0460532,0.0460532,2
157,5093,12.6,15.9,34.7,39.8,28.599999999999994,0.0426831,0.0452131,0.0452131,2
158,5095,13.3,17.2,32.1,37.5,28.599999999999994,0.0,0.0,0.0,3
159,5097,10.9,14.3,27.7,33.8,28.599999999999994,0.105374078,0.0,0.0,2
160,5099,13.2,13.9,31.3,36.0,28.599999999999994,0.0,0.0,0.0,2
161,5101,12.7,12.8,31.0,34.2,28.599999999999994,0.0,0.0,0.0,2
162,5103,13.4,14.8,33.5,34.8,28.599999999999994,0.115278205,0.120831319,0.120831319,2
163,5105,10.0,12.2,28.9,37.5,28.599999999999994,0.0,0.0,0.0,2
164,5107,13.8,16.7,38.2,45.5,28.599999999999994,0.0455042,0.0501756,0.0501756,2
165,5109,11.0,12.4,29.0,37.8,28.599999999999994,0.0,0.0,0.0,2
166,5111,11.9,13.8,34.1,38.4,28.599999999999994,0.0,0.0,0.0,2
167,5113,10.7,13.9,31.9,36.7,28.599999999999994,0.0,0.0494438,0.0494438,2
168,5115,9.6,11.2,31.1,32.1,28.599999999999994,0.065250726,0.14240281,0.14240281,2
169,5117,11.1,14.3,30.3,36.3,28.599999999999994,0.0,0.0,0.0,2
170,5119,10.0,12.0,28.3,31.7,28.599999999999994,0.105248479,0.109497787,0.109497787,2
171,5121,11.4,12.7,30.3,35.3,28.599999999999994,0.111333779,0.17073587199999998,0.17073587199999998,2
172,5123,12.9,16.4,34.8,42.5,28.599999999999994,0.070581592,0.0,0.0,2
173,5125,9.6,11.8,29.6,32.5,28.599999999999994,0.094910879,0.103699479,0.103699479,2
174,5127,10.9,11.4,31.2,32.5,28.599999999999994,0.0,0.0,0.0,2
175,5129,12.5,13.4,30.1,35.0,28.599999999999994,0.0,0.0,0.0,2
176,5131,10.1,12.9,29.8,36.9,28.599999999999994,0.095910995,0.110430996,0.110430996,2
177,5133,12.1,12.2,32.8,36.7,28.599999999999994,0.0594813,0.0573855,0.0573855,2
178,5135,11.2,15.2,26.7,37.3,28.599999999999994,0.0575606,0.0591506,0.0591506,2
179,5137,11.0,12.7,29.7,32.6,28.599999999999994,0.0,0.0,0.0,2
180,5139,11.1,13.5,29.7,39.4,28.599999999999994,0.0476826,0.0497179,0.0497179,2
181,5141,11.1,12.9,29.2,35.6,28.599999999999994,0.0578269,0.0593437,0.0593437,2
182,5143,7.8,9.1,27.4,30.6,28.599999999999994,0.100113128,0.11322874,0.11322874,1
183,5145,8.8,10.1,29.0,36.3,28.599999999999994,0.06554454400000001,0.127239414,0.127239414,2
184,5147,12.2,14.7,32.3,35.8,28.599999999999994,0.0,0.14471779999999998,0.14471779999999998,2
185,5149,11.7,12.9,32.9,37.1,28.599999999999994,0.0,0.0,0.0,2
186,6001,7.6,8.5,19.5,20.0,25.3,0.097428228,0.09187291,0.09187291,1
187,6003,8.4,10.3,24.6,23.4,25.3,0.0,0.0,0.0,2
188,6005,9.3,10.2,24.6,25.5,25.3,0.130759977,0.108867236,0.108867236,2
189,6007,8.3,10.2,24.4,25.9,25.3,0.077351133,0.08027078,0.08027078,2
190,6009,7.3,10.0,24.4,23.5,25.3,0.152505447,0.08963786300000001,0.08963786300000001,1
191,6011,7.6,9.6,24.6,25.4,25.3,0.0,0.0466875,0.0466875,1
192,6013,7.0,9.4,24.6,25.0,25.3,0.123327135,0.114276562,0.114276562,1
193,6015,8.1,8.4,28.5,25.5,25.3,0.0349663,0.0,0.0,1
194,6017,7.1,7.5,20.3,20.6,25.3,0.094206312,0.109237685,0.109237685,1
195,6019,8.5,9.4,28.4,26.6,25.3,0.0542607,0.050726,0.050726,1
196,6021,7.7,8.4,28.5,26.7,25.3,0.106761566,0.0,0.0,1
197,6023,9.4,8.8,25.1,25.5,25.3,0.104677593,0.140940145,0.140940145,1
198,6025,6.7,8.3,26.7,26.3,25.3,0.0465095,0.067005042,0.067005042,1
199,6027,8.0,9.4,22.7,23.3,25.3,0.215703192,0.0543183,0.0543183,1
200,6029,7.0,9.3,29.0,30.3,25.3,0.0517987,0.0480226,0.0480226,1
201,6031,5.7,7.5,29.4,26.4,25.3,0.06566936799999999,0.0465831,0.0465831,1
202,6033,9.2,10.1,25.8,26.2,25.3,0.0465744,0.06232080000000001,0.06232080000000001,2
203,6035,6.5,7.6,28.4,23.9,25.3,0.17064846399999994,0.12598822,0.12598822,1
204,6037,7.8,9.1,20.9,21.4,25.3,0.075403069,0.083525219,0.083525219,1
205,6039,7.8,7.9,28.7,26.5,25.3,0.067008859,0.0452934,0.0452934,1
206,6041,6.4,7.9,16.3,18.9,25.3,0.243161579,0.253116012,0.253116012,1
207,6043,8.3,10.7,23.8,24.4,25.3,0.0549089,0.113109377,0.113109377,2
208,6045,7.0,8.4,21.0,22.4,25.3,0.182394382,0.159328091,0.159328091,1
209,6047,7.5,9.2,31.4,29.5,25.3,0.063416065,0.0600707,0.0600707,1
210,6049,8.2,10.4,22.8,23.2,25.3,0.103669915,0.0,0.0,2
211,6051,7.0,7.4,20.7,22.8,25.3,0.071387778,0.142887762,0.142887762,1
212,6053,7.8,7.6,22.7,22.3,25.3,0.070686365,0.05564,0.05564,1
213,6055,7.3,8.4,22.0,23.7,25.3,0.133057363,0.176470173,0.176470173,1
214,6057,6.9,7.7,21.3,21.1,25.3,0.213001187,0.182014905,0.182014905,1
215,6059,7.0,8.0,18.8,19.7,25.3,0.102772618,0.113177016,0.113177016,1
216,6061,7.1,9.0,18.9,21.7,25.3,0.168697827,0.14259041,0.14259041,1
217,6063,8.0,9.8,23.1,23.0,25.3,0.19832416100000005,0.16123831,0.16123831,1
218,6065,8.1,9.0,26.2,26.0,25.3,0.064283967,0.065256469,0.065256469,1
219,6067,8.4,8.4,26.7,27.4,25.3,0.095839773,0.08704300699999999,0.08704300699999999,1
220,6069,7.2,7.6,25.0,23.3,25.3,0.128591373,0.034324699999999986,0.034324699999999986,1
221,6071,7.7,9.2,28.6,27.9,25.3,0.058094500000000014,0.0530148,0.0530148,1
222,6073,7.1,7.7,21.7,19.1,25.3,0.104534067,0.10939407,0.10939407,1
223,6075,7.9,7.9,16.3,16.1,25.3,0.13342943599999998,0.156017404,0.156017404,1
224,6077,7.9,10.3,30.3,28.3,25.3,0.053117999999999985,0.0586923,0.0586923,2
225,6079,6.4,8.5,21.6,24.5,25.3,0.15290234800000002,0.13616021,0.13616021,1
226,6081,6.8,8.3,19.4,21.1,25.3,0.134525943,0.145007587,0.145007587,1
227,6083,7.5,7.1,19.0,18.2,25.3,0.11180999,0.122541233,0.122541233,1
228,6085,7.4,8.4,20.2,19.5,25.3,0.112172596,0.12773111,0.12773111,1
229,6087,6.2,7.0,17.1,20.2,25.3,0.153840829,0.139806625,0.139806625,1
230,6089,7.1,9.4,27.2,26.5,25.3,0.090253217,0.088985785,0.088985785,1
231,6091,8.8,9.6,24.3,22.5,25.3,0.0,0.0,0.0,1
232,6093,8.0,8.6,25.3,23.2,25.3,0.111637046,0.114605299,0.114605299,1
233,6095,9.9,9.8,28.0,30.1,25.3,0.090180117,0.095098705,0.095098705,1
234,6097,6.6,7.9,20.0,20.9,25.3,0.125135825,0.125926459,0.125926459,1
235,6099,8.1,9.7,30.2,32.6,25.3,0.078195865,0.078947814,0.078947814,1
236,6101,7.9,8.6,25.3,28.7,25.3,0.105970371,0.104332947,0.104332947,1
237,6103,8.7,11.2,23.5,27.2,25.3,0.0477016,0.0158562,0.0158562,2
238,6105,9.6,10.1,23.3,25.1,25.3,0.145327714,0.075930144,0.075930144,2
239,6107,7.6,8.0,31.6,32.6,25.3,0.045768,0.0240071,0.0240071,1
240,6109,6.8,10.1,22.2,20.2,25.3,0.161160355,0.092883283,0.092883283,2
241,6111,7.1,7.6,23.5,20.3,25.3,0.105504643,0.108724169,0.108724169,1
242,6113,6.7,6.9,27.2,22.7,25.3,0.080083687,0.081892191,0.081892191,1
243,6115,6.2,7.6,31.7,24.8,25.3,0.0418953,0.0270395,0.0270395,1
244,8001,6.5,7.2,24.3,26.3,25.532395061728486,0.05508380000000001,0.0624067,0.0624067,1
245,8003,5.6,6.7,21.0,23.0,25.532395061728486,0.196219504,0.18544847600000006,0.18544847600000006,1
246,8005,5.9,6.3,18.6,21.4,25.532395061728486,0.106541469,0.124430166,0.124430166,1
247,8007,5.4,5.9,15.7,16.5,25.532395061728486,0.164352042,0.081672656,0.081672656,1
248,8009,8.2,7.6,25.2,19.4,25.532395061728486,0.0,0.0,0.0,1
249,8011,5.6,7.0,21.4,26.5,25.532395061728486,0.0,0.0,0.0,1
250,8013,3.5,4.1,13.2,13.4,25.532395061728486,0.180770149,0.201064044,0.201064044,1
251,8014,4.5,5.5,20.2,17.6,25.532395061728486,0.127762872,0.128745695,0.128745695,1
252,8015,5.0,6.4,14.9,20.5,25.532395061728486,0.280080663,0.217829331,0.217829331,1
253,8017,6.1,6.5,18.7,23.7,25.532395061728486,0.0,0.0,0.0,1
254,8019,5.4,7.9,21.6,18.1,25.532395061728486,0.111185235,0.108849461,0.108849461,1
255,8021,6.2,6.0,17.3,24.5,25.532395061728486,0.0,0.0,0.0,1
256,8023,7.3,8.3,19.1,21.9,25.532395061728486,0.0,0.0,0.0,1
257,8025,4.7,6.0,20.0,21.6,25.532395061728486,0.0,0.0,0.0,1
258,8027,6.4,6.8,17.7,20.5,25.532395061728486,0.0,0.0,0.0,1
259,8029,6.7,7.6,18.8,20.4,25.532395061728486,0.0320965,0.0334784,0.0334784,1
260,8031,5.4,6.0,17.0,16.4,25.532395061728486,0.105261192,0.152140053,0.152140053,1
261,8033,5.7,7.5,19.7,19.8,25.532395061728486,0.0,0.0,0.0,1
262,8035,3.4,5.3,16.0,17.0,25.532395061728486,0.113722786,0.12395197,0.12395197,1
263,8037,3.0,3.3,12.9,11.8,25.532395061728486,0.152343229,0.207856994,0.207856994,1
264,8039,4.7,5.2,19.4,19.6,25.532395061728486,0.0435445,0.0,0.0,1
265,8041,5.5,7.0,19.5,22.3,25.532395061728486,0.100318882,0.102483878,0.102483878,1
266,8043,7.0,8.1,21.2,22.8,25.532395061728486,0.128010924,0.086017806,0.086017806,1
267,8045,4.6,4.7,14.8,20.0,25.532395061728486,0.087582547,0.069612433,0.069612433,1
268,8047,4.9,6.3,17.4,19.7,25.532395061728486,0.0,0.0,0.0,1
269,8049,4.7,5.6,17.4,17.4,25.532395061728486,0.06710508700000001,0.206242266,0.206242266,1
270,8051,3.6,4.6,14.9,14.8,25.532395061728486,0.32560562600000004,0.12718601,0.12718601,1
271,8053,6.4,6.6,18.0,20.5,25.532395061728486,0.0,0.0,0.0,1
272,8055,6.5,7.6,18.8,20.1,25.532395061728486,0.0,0.154750851,0.154750851,1
273,8057,6.7,6.6,21.6,21.4,25.532395061728486,0.0,0.0,0.0,1
274,8059,5.4,5.4,17.7,18.3,25.532395061728486,0.122189409,0.137868552,0.137868552,1
275,8061,7.3,7.7,19.5,19.5,25.532395061728486,0.0,0.0,0.0,1
276,8063,6.3,7.3,24.9,27.6,25.532395061728486,0.119289037,0.0,0.0,1
277,8065,4.5,5.4,18.1,17.5,25.532395061728486,0.0,0.135924969,0.135924969,1
278,8067,4.0,4.8,14.3,16.3,25.532395061728486,0.136972899,0.166700624,0.166700624,1
279,8069,4.6,5.2,17.0,18.7,25.532395061728486,0.15167039699999998,0.129580837,0.129580837,1
280,8071,6.3,7.7,21.4,21.0,25.532395061728486,0.126782884,0.284656988,0.284656988,1
281,8073,6.2,7.6,21.6,23.8,25.532395061728486,0.0,0.0,0.0,1
282,8075,5.9,7.0,22.6,25.4,25.532395061728486,0.13362433699999998,0.088794175,0.088794175,1
283,8077,5.6,7.2,20.4,23.5,25.532395061728486,0.114980622,0.07419648599999999,0.07419648599999999,1
284,8079,6.2,6.8,18.8,18.1,25.532395061728486,0.0,0.0,0.0,1
285,8081,5.7,6.3,20.6,25.8,25.532395061728486,0.145687646,0.077351485,0.077351485,1
286,8083,6.8,6.5,21.2,21.7,25.532395061728486,0.0392049,0.0,0.0,1
287,8085,5.4,8.1,16.4,19.7,25.532395061728486,0.144456482,0.122330145,0.122330145,1
288,8087,7.5,7.4,23.5,26.9,25.532395061728486,0.14235382,0.105902287,0.105902287,1
289,8089,7.1,6.8,24.6,26.9,25.532395061728486,0.0533533,0.0,0.0,1
290,8091,6.4,6.7,18.2,18.6,25.532395061728486,0.22753128600000005,0.0,0.0,1
291,8093,4.9,6.7,16.6,20.5,25.532395061728486,0.0,0.0,0.0,1
