,FIPS,PCT_DIABETES_ADULTS08,PCT_DIABETES_ADULTS13,PCT_OBESE_ADULTS08,PCT_OBESE_ADULTS13,PCT_HSPA15,RECFACPTH09,RECFACPTH14,RECFACPTH14 ,PCT_DIABETES_ADULTS13_CLASS
808,19039,8.2,10.2,27.7,30.5,25.532395061728486,0.108365843,0.0,0.0,2
809,19041,8.3,9.3,28.6,33.8,25.532395061728486,0.239406272,0.242204057,0.242204057,1
810,19043,8.5,9.2,29.1,32.1,25.532395061728486,0.0,0.0,0.0,1
811,19045,8.6,12.1,29.5,33.4,25.532395061728486,0.142429853,0.124867328,0.124867328,2
812,19047,8.3,11.7,29.8,34.2,25.532395061728486,0.0590179,0.116090086,0.116090086,2
813,19049,6.5,8.4,29.4,29.8,25.532395061728486,0.124052164,0.142118863,0.142118863,1
814,19051,7.9,10.6,27.5,32.7,25.532395061728486,0.229858637,0.113882246,0.113882246,2
815,19053,8.1,9.7,27.2,33.1,25.532395061728486,0.0,0.0,0.0,1
816,19055,7.9,10.6,28.7,33.9,25.532395061728486,0.168966488,0.0574779,0.0574779,2
817,19057,8.4,11.1,30.9,31.3,25.532395061728486,0.099061393,0.0496833,0.0496833,2
818,19059,8.9,9.6,27.9,33.4,25.532395061728486,0.36001440100000004,0.236197225,0.236197225,1
819,19061,7.5,9.6,26.3,28.5,25.532395061728486,0.118345742,0.155650099,0.155650099,1
820,19063,8.6,10.7,28.8,33.2,25.532395061728486,0.193031561,0.2002002,0.2002002,2
821,19065,8.4,10.4,29.0,37.7,25.532395061728486,0.095515545,0.147470875,0.147470875,2
822,19067,9.0,12.1,28.6,31.0,25.532395061728486,0.123092073,0.124401319,0.124401319,2
823,19069,9.0,10.2,29.1,32.6,25.532395061728486,0.093843844,0.095822154,0.095822154,2
824,19071,8.7,9.5,29.3,32.9,25.532395061728486,0.0,0.0,0.0,1
825,19073,8.9,10.4,28.4,29.6,25.532395061728486,0.21438525,0.0,0.0,2
826,19075,8.6,11.0,28.0,31.7,25.532395061728486,0.0,0.0,0.0,2
827,19077,8.2,9.4,28.1,35.9,25.532395061728486,0.0,0.093266182,0.093266182,1
828,19079,8.2,10.3,28.7,30.6,25.532395061728486,0.063536438,0.066150691,0.066150691,2
829,19081,8.9,9.9,29.8,35.4,25.532395061728486,0.17588602600000006,0.090686497,0.090686497,1
830,19083,8.8,10.5,28.3,34.8,25.532395061728486,0.0570288,0.0,0.0,2
831,19085,8.4,11.7,29.2,32.3,25.532395061728486,0.0,0.0,0.0,2
832,19087,8.0,11.5,28.4,34.6,25.532395061728486,0.148500149,0.0494633,0.0494633,2
833,19089,8.6,10.3,27.6,31.1,25.532395061728486,0.2090301,0.105831305,0.105831305,2
834,19091,8.7,9.7,28.3,31.8,25.532395061728486,0.101595042,0.10373444,0.10373444,1
835,19093,8.8,10.1,28.4,28.2,25.532395061728486,0.0,0.142005112,0.142005112,2
836,19095,8.7,8.7,29.7,30.7,25.532395061728486,0.0609533,0.0,0.0,1
837,19097,8.2,11.7,29.0,33.1,25.532395061728486,0.050400699999999986,0.0513294,0.0513294,2
838,19099,8.6,9.7,31.6,32.2,25.532395061728486,0.108462811,0.0271209,0.0271209,1
839,19101,8.3,10.6,29.0,27.5,25.532395061728486,0.17876296,0.173160173,0.173160173,2
840,19103,5.6,5.4,23.4,23.0,25.532395061728486,0.069303271,0.119476832,0.119476832,1
841,19105,7.9,10.2,28.3,37.6,25.532395061728486,0.097266803,0.0,0.0,2
842,19107,8.6,11.0,28.3,29.9,25.532395061728486,0.094768764,0.0,0.0,2
843,19109,8.8,11.0,27.4,32.7,25.532395061728486,0.06397952700000001,0.06569439,0.06569439,2
844,19111,8.3,11.1,28.5,31.9,25.532395061728486,0.139446676,0.141699257,0.141699257,2
845,19113,8.0,10.3,29.2,31.0,25.532395061728486,0.11892473,0.13777204199999998,0.13777204199999998,2
846,19115,8.2,9.8,29.2,37.4,25.532395061728486,0.0,0.0,0.0,1
847,19117,8.1,11.6,28.8,33.8,25.532395061728486,0.223513634,0.114929318,0.114929318,2
848,19119,8.0,9.3,27.1,31.9,25.532395061728486,0.086527646,0.0,0.0,1
849,19121,8.0,10.0,28.5,34.2,25.532395061728486,0.064474533,0.064065603,0.064065603,1
850,19123,8.1,10.1,28.2,31.9,25.532395061728486,0.13414416,0.134108181,0.134108181,2
851,19125,8.2,9.8,29.8,33.1,25.532395061728486,0.0298793,0.149857635,0.149857635,1
852,19127,8.6,10.7,29.9,34.7,25.532395061728486,0.07447864900000001,0.0,0.0,2
853,19129,7.6,10.9,28.7,34.7,25.532395061728486,0.199256111,0.134852673,0.134852673,2
854,19131,8.7,9.7,28.5,30.3,25.532395061728486,0.278732695,0.092772985,0.092772985,1
855,19133,9.1,11.8,27.5,32.8,25.532395061728486,0.216286363,0.111160516,0.111160516,2
856,19135,8.4,10.7,28.0,32.4,25.532395061728486,0.126198889,0.0,0.0,2
857,19137,9.3,10.5,28.4,37.6,25.532395061728486,0.09256688,0.095960081,0.095960081,2
858,19139,7.3,9.2,30.2,34.2,25.532395061728486,0.09349508,0.06992518,0.06992518,1
859,19141,9.1,9.6,28.5,31.6,25.532395061728486,0.277546489,0.213431986,0.213431986,1
860,19143,8.4,11.5,28.1,34.4,25.532395061728486,0.0,0.0,0.0,2
861,19145,9.0,12.0,29.2,35.3,25.532395061728486,0.188857413,0.064532783,0.064532783,2
862,19147,9.0,10.6,28.1,35.7,25.532395061728486,0.0,0.0,0.0,2
863,19149,8.1,9.8,29.4,32.2,25.532395061728486,0.16061676800000002,0.120607864,0.120607864,1
864,19151,9.8,11.9,28.8,31.9,25.532395061728486,0.0,0.0,0.0,2
865,19153,8.1,8.6,27.1,29.2,25.532395061728486,0.15032755,0.158743275,0.158743275,1
866,19155,7.6,11.5,29.5,36.0,25.532395061728486,0.08658477199999999,0.085903273,0.085903273,2
867,19157,8.5,10.5,28.6,32.1,25.532395061728486,0.10549636,0.107135205,0.107135205,2
868,19159,9.3,11.4,27.9,34.9,25.532395061728486,0.0,0.0,0.0,2
869,19161,9.5,10.4,29.0,33.0,25.532395061728486,0.096693096,0.099651221,0.099651221,2
870,19163,7.7,8.7,26.5,31.8,25.532395061728486,0.128375983,0.151703455,0.151703455,1
871,19165,8.9,11.0,27.9,29.4,25.532395061728486,0.0,0.0,0.0,2
872,19167,7.2,8.9,26.7,29.0,25.532395061728486,0.05954680000000001,0.115336928,0.115336928,1
873,19169,5.9,6.7,26.2,27.1,25.532395061728486,0.112000896,0.159450639,0.159450639,1
874,19171,8.8,9.9,27.7,31.3,25.532395061728486,0.112151629,0.0573033,0.0573033,1
875,19173,8.7,10.2,28.0,30.9,25.532395061728486,0.0,0.0,0.0,2
876,19175,8.5,11.8,26.9,37.8,25.532395061728486,0.159655145,0.159795462,0.159795462,2
877,19177,8.4,9.9,28.2,35.7,25.532395061728486,0.0,0.0,0.0,1
878,19179,9.1,12.8,28.7,35.6,25.532395061728486,0.084552296,0.085198228,0.085198228,2
879,19181,7.3,10.4,31.9,31.1,25.532395061728486,0.130644951,0.187672033,0.187672033,2
880,19183,7.9,9.4,28.7,31.5,25.532395061728486,0.138299834,0.181241504,0.181241504,1
881,19185,9.0,11.6,29.1,33.3,25.532395061728486,0.312842171,0.312744332,0.312744332,2
882,19187,8.7,10.0,29.0,31.1,25.532395061728486,0.182691304,0.216479502,0.216479502,1
883,19189,8.5,9.7,28.0,28.6,25.532395061728486,0.091600256,0.094705938,0.094705938,1
884,19191,8.0,7.9,26.9,25.4,25.532395061728486,0.142687277,0.144453005,0.144453005,1
885,19193,9.0,10.1,29.6,34.3,25.532395061728486,0.108287967,0.08800148599999999,0.08800148599999999,2
886,19195,8.4,11.9,29.2,33.7,25.532395061728486,0.0,0.0,0.0,2
887,19197,9.1,10.7,27.9,34.4,25.532395061728486,0.07540340799999999,0.15576324,0.15576324,2
888,20001,9.9,10.9,31.4,34.2,25.532395061728486,0.074587902,0.0,0.0,2
889,20003,9.4,9.8,29.6,33.3,25.532395061728486,0.0,0.0,0.0,1
890,20005,8.9,8.7,31.6,33.1,25.532395061728486,0.117889773,0.181675044,0.181675044,1
891,20007,10.0,9.1,30.8,36.7,25.532395061728486,0.204834084,0.204206657,0.204206657,1
892,20009,10.5,9.5,31.3,35.4,25.532395061728486,0.108987866,0.182581705,0.182581705,1
893,20011,8.7,13.0,30.6,33.9,25.532395061728486,0.065976117,0.0,0.0,2
894,20013,10.2,11.7,30.6,29.6,25.532395061728486,0.0,0.10188487,0.10188487,2
895,20015,9.3,9.9,30.5,31.9,25.532395061728486,0.076199765,0.0452987,0.0452987,1
896,20017,9.4,11.9,30.7,28.3,25.532395061728486,0.0,0.0,0.0,2
897,20019,10.7,12.6,29.9,34.1,25.532395061728486,0.0,0.287273772,0.287273772,2
898,20021,9.9,12.2,30.9,37.0,25.532395061728486,0.0461723,0.048107,0.048107,2
899,20023,10.6,13.7,29.2,33.5,25.532395061728486,0.0,0.0,0.0,2
900,20025,10.7,11.8,29.7,31.2,25.532395061728486,0.0,0.0,0.0,2
901,20027,9.5,14.1,30.0,36.2,25.532395061728486,0.0,0.0,0.0,2
902,20029,11.1,12.6,29.9,29.9,25.532395061728486,0.209533787,0.10655301,0.10655301,2
903,20031,9.2,9.9,30.7,30.5,25.532395061728486,0.0,0.0,0.0,1
904,20033,10.6,11.1,29.9,33.6,25.532395061728486,0.0,0.0,0.0,2
905,20035,8.9,11.2,30.4,36.0,25.532395061728486,0.0276281,0.0,0.0,2
906,20037,9.0,11.5,31.0,33.0,25.532395061728486,0.12831699400000002,0.0509035,0.0509035,2
907,20039,11.2,12.5,30.1,36.1,25.532395061728486,0.0,0.0,0.0,2
908,20041,9.6,11.0,30.6,31.9,25.532395061728486,0.0,0.0,0.0,2
909,20043,9.9,9.7,30.0,32.1,25.532395061728486,0.0,0.254000508,0.254000508,1
910,20045,6.2,6.5,26.6,24.2,25.532395061728486,0.072701497,0.137238924,0.137238924,1
911,20047,9.7,10.6,30.0,32.9,25.532395061728486,0.0,0.0,0.0,2
912,20049,10.9,12.4,29.9,32.5,25.532395061728486,0.0,0.0,0.0,2
913,20051,7.7,8.9,29.6,31.6,25.532395061728486,0.141078545,0.103401923,0.103401923,1
914,20053,9.6,11.7,29.4,33.3,25.532395061728486,0.0,0.0,0.0,2
915,20055,7.9,9.5,32.1,35.2,25.532395061728486,0.165289256,0.0268933,0.0268933,1
916,20057,8.0,8.7,31.2,30.6,25.532395061728486,0.120634538,0.08621928400000001,0.08621928400000001,1
917,20059,8.9,8.9,31.4,33.8,25.532395061728486,0.0386548,0.0390457,0.0390457,1
918,20061,8.7,7.9,28.2,32.7,25.532395061728486,0.063417573,0.0272383,0.0272383,1
919,20063,11.7,11.9,29.5,30.2,25.532395061728486,0.0,0.366703337,0.366703337,2
920,20065,11.3,11.1,29.3,28.9,25.532395061728486,0.0,0.0,0.0,2
921,20067,8.7,7.8,30.7,35.6,25.532395061728486,0.0,0.0,0.0,1
922,20069,8.9,9.3,30.2,36.0,25.532395061728486,0.0,0.0,0.0,1
923,20071,10.2,10.7,31.1,32.6,25.532395061728486,0.0,0.0,0.0,2
924,20073,10.0,12.8,29.8,32.7,25.532395061728486,0.0,0.0,0.0,2
925,20075,9.2,8.9,29.8,37.1,25.532395061728486,0.0,0.0,0.0,1
926,20077,10.4,11.0,29.8,34.2,25.532395061728486,0.0,0.0,0.0,2
927,20079,8.8,10.3,28.6,31.0,25.532395061728486,0.0578921,0.0287191,0.0287191,2
928,20081,8.4,9.8,30.3,33.9,25.532395061728486,0.0,0.0,0.0,1
929,20083,10.1,13.7,31.3,32.0,25.532395061728486,0.0,0.0,0.0,2
930,20085,9.4,10.4,30.4,33.4,25.532395061728486,0.0,0.073860699,0.073860699,2
931,20087,9.8,10.0,32.1,29.9,25.532395061728486,0.0,0.0,0.0,1
932,20089,11.2,13.0,29.6,29.6,25.532395061728486,0.0,0.0,0.0,2
933,20091,6.5,7.5,23.4,24.8,25.532395061728486,0.183538625,0.16368550099999998,0.16368550099999998,1
934,20093,9.2,9.8,30.1,28.7,25.532395061728486,0.0,0.0,0.0,1
935,20095,10.5,13.5,29.7,32.2,25.532395061728486,0.380469245,0.0,0.0,2
936,20097,11.6,10.3,29.7,32.8,25.532395061728486,0.0,0.0,0.0,2
937,20099,9.7,11.3,30.9,34.0,25.532395061728486,0.045958,0.0,0.0,2
938,20101,10.2,11.8,29.8,30.8,25.532395061728486,0.0,0.0,0.0,2
939,20103,9.1,10.3,30.8,32.8,25.532395061728486,0.053007500000000006,0.063454192,0.063454192,2
940,20105,10.0,10.4,29.8,31.2,25.532395061728486,0.307787011,0.0,0.0,2
941,20107,9.3,12.0,29.7,31.6,25.532395061728486,0.0,0.0,0.0,2
942,20109,10.7,13.5,30.4,31.1,25.532395061728486,0.7328691829999999,0.357909807,0.357909807,2
943,20111,8.5,10.4,29.7,34.7,25.532395061728486,0.118423779,0.0602192,0.0602192,2
944,20113,9.5,9.5,28.8,29.2,25.532395061728486,0.068441585,0.136794227,0.136794227,1
945,20115,10.2,9.4,30.4,30.9,25.532395061728486,0.0,0.0,0.0,1
946,20117,9.8,9.5,31.2,32.6,25.532395061728486,0.098804466,0.099940036,0.099940036,1
947,20119,9.4,9.5,30.2,27.0,25.532395061728486,0.0,0.0,0.0,1
948,20121,8.5,11.0,29.2,34.1,25.532395061728486,0.12328556,0.091402108,0.091402108,2
949,20123,10.1,12.4,29.3,32.1,25.532395061728486,0.15576324,0.318268619,0.318268619,2
950,20125,10.2,14.3,30.4,35.1,25.532395061728486,0.112394279,0.14677821800000002,0.14677821800000002,2
951,20127,10.8,12.3,30.1,35.1,25.532395061728486,0.167841558,0.175500176,0.175500176,2
952,20129,9.5,11.1,29.3,31.9,25.532395061728486,0.0,0.0,0.0,2
953,20131,10.0,8.9,28.6,30.4,25.532395061728486,0.0,0.0,0.0,1
954,20133,10.0,12.2,31.5,33.5,25.532395061728486,0.181071946,0.06091619999999999,0.06091619999999999,2
955,20135,11.1,10.8,28.8,31.1,25.532395061728486,0.0,0.0,0.0,2
956,20137,9.0,10.7,29.6,32.4,25.532395061728486,0.0,0.0,0.0,2
957,20139,9.0,11.5,32.2,37.1,25.532395061728486,0.0,0.0,0.0,2
958,20141,11.0,12.1,30.4,33.2,25.532395061728486,0.0,0.0,0.0,2
959,20143,9.4,12.1,29.7,37.9,25.532395061728486,0.0,0.0,0.0,2
960,20145,9.7,12.8,30.2,30.3,25.532395061728486,0.0,0.0,0.0,2
961,20147,10.8,11.2,29.8,28.8,25.532395061728486,0.0,0.180733779,0.180733779,2
962,20149,8.3,10.5,29.9,31.3,25.532395061728486,0.09431293,0.131021531,0.131021531,2
963,20151,9.5,11.7,30.9,33.8,25.532395061728486,0.206846623,0.203045685,0.203045685,2
964,20153,11.0,12.3,29.8,32.3,25.532395061728486,0.0,0.0,0.0,2
965,20155,10.1,11.9,31.4,35.7,25.532395061728486,0.0623092,0.06270182099999999,0.06270182099999999,2
966,20157,11.1,10.8,30.4,30.9,25.532395061728486,0.198216056,0.208203206,0.208203206,2
967,20159,9.3,11.3,30.7,32.6,25.532395061728486,0.0,0.0,0.0,2
968,20161,6.4,5.6,26.3,23.8,25.532395061728486,0.057146900000000014,0.06649466700000001,0.06649466700000001,1
969,20163,9.9,10.5,29.3,32.8,25.532395061728486,0.0,0.0,0.0,2
970,20165,10.7,11.2,29.1,32.6,25.532395061728486,0.0,0.0,0.0,2
971,20167,10.6,11.6,29.2,30.4,25.532395061728486,0.0,0.0,0.0,2
972,20169,8.7,11.3,32.3,35.1,25.532395061728486,0.126894351,0.08967805599999999,0.08967805599999999,2
973,20171,9.7,9.7,30.6,32.1,25.532395061728486,0.41467966,0.196850394,0.196850394,1
974,20173,9.3,10.8,29.1,31.4,25.532395061728486,0.084847456,0.082546683,0.082546683,2
975,20175,7.5,8.3,33.4,38.6,25.532395061728486,0.0439967,0.0426167,0.0426167,1
976,20177,9.5,10.7,30.6,32.9,25.532395061728486,0.084848348,0.095288275,0.095288275,2
977,20179,10.6,11.8,29.2,31.5,25.532395061728486,0.0,0.0,0.0,2
978,20181,10.2,9.4,29.6,29.9,25.532395061728486,0.16655563,0.163666121,0.163666121,1
979,20183,11.1,10.6,29.3,34.1,25.532395061728486,0.0,0.0,0.0,2
980,20185,10.6,11.9,30.6,32.5,25.532395061728486,0.0,0.0,0.0,2
981,20187,9.7,11.1,30.4,31.3,25.532395061728486,0.0,0.0,0.0,2
982,20189,9.4,10.0,29.4,34.8,25.532395061728486,0.0,0.0,0.0,1
983,20191,9.6,11.1,31.1,31.1,25.532395061728486,0.0,0.0,0.0,2
984,20193,9.1,8.7,30.9,35.0,25.532395061728486,0.128982329,0.0,0.0,1
985,20195,10.4,11.1,29.8,29.7,25.532395061728486,0.0,0.0,0.0,2
986,20197,8.9,9.7,29.7,30.9,25.532395061728486,0.141663125,0.28481914,0.28481914,1
987,20199,10.8,11.7,30.3,33.1,25.532395061728486,0.0,0.0,0.0,2
988,20201,10.5,12.7,28.9,30.7,25.532395061728486,0.0,0.0,0.0,2
989,20203,10.0,10.8,30.2,29.4,25.532395061728486,0.0,0.0,0.0,2
990,20205,10.2,13.6,30.1,32.9,25.532395061728486,0.0,0.0,0.0,2
991,20207,10.6,11.7,29.5,33.4,25.532395061728486,0.0,0.0,0.0,2
992,20209,10.9,11.9,35.8,36.2,25.532395061728486,0.070325286,0.0371204,0.0371204,2
993,21001,12.9,15.1,32.6,34.3,20.200000000000006,0.053393100000000006,0.0,0.0,2
994,21003,11.2,13.7,32.2,33.9,20.200000000000006,0.050477,0.0,0.0,2
995,21005,10.4,12.2,31.8,34.6,20.200000000000006,0.093773443,0.0,0.0,2
996,21007,11.9,13.2,29.7,34.2,20.200000000000006,0.0,0.0,0.0,2
997,21009,12.3,13.4,28.6,31.0,20.200000000000006,0.071138934,0.046352099999999986,0.046352099999999986,2
998,21011,12.5,14.1,31.0,30.4,20.200000000000006,0.0,0.0,0.0,2
999,21013,13.9,14.6,33.1,37.9,20.200000000000006,0.069766631,0.107999136,0.107999136,2
1000,21015,8.6,11.9,29.8,32.5,20.200000000000006,0.119188497,0.102837525,0.102837525,2
1001,21017,12.9,13.8,34.6,34.1,20.200000000000006,0.0,0.0,0.0,2
1002,21019,14.3,15.7,33.6,38.5,20.200000000000006,0.081033994,0.0614351,0.0614351,2
1003,21021,11.6,11.2,29.6,32.2,20.200000000000006,0.106018306,0.168316165,0.168316165,2
1004,21023,12.0,14.6,31.7,32.4,20.200000000000006,0.0,0.0,0.0,2
1005,21025,15.7,15.7,37.5,41.6,20.200000000000006,0.0,0.0,0.0,2
1006,21027,11.1,14.8,29.7,36.6,20.200000000000006,0.0,0.0502816,0.0502816,2
1007,21029,10.0,13.2,32.3,32.8,20.200000000000006,0.094924264,0.089795395,0.089795395,2
1008,21031,11.8,14.1,33.2,33.2,20.200000000000006,0.0,0.0,0.0,2
1009,21033,12.4,12.6,34.5,35.0,20.200000000000006,0.07694675299999999,0.0,0.0,2
1010,21035,10.4,10.3,28.8,30.1,20.200000000000006,0.081331671,0.0261219,0.0261219,2
1011,21037,9.9,10.9,29.0,31.6,20.200000000000006,0.100374732,0.119782649,0.119782649,2
1012,21039,12.3,13.1,32.1,33.4,20.200000000000006,0.0,0.0,0.0,2
1013,21041,11.3,12.5,31.1,35.3,20.200000000000006,0.092148913,0.0,0.0,2
1014,21043,10.4,14.3,32.8,38.9,20.200000000000006,0.071981285,0.073467289,0.073467289,2
1015,21045,14.1,14.4,34.6,36.4,20.200000000000006,0.062711652,0.062928702,0.062928702,2
1016,21047,11.5,10.8,29.4,36.5,20.200000000000006,0.0408402,0.08080808099999999,0.08080808099999999,2
1017,21049,11.1,12.4,29.0,30.6,20.200000000000006,0.0561687,0.0279658,0.0279658,2
1018,21051,11.8,14.1,32.1,38.0,20.200000000000006,0.0,0.0,0.0,2
1019,21053,12.4,12.7,31.1,34.9,20.200000000000006,0.097780385,0.098376783,0.098376783,2
1020,21055,10.7,13.9,30.6,33.8,20.200000000000006,0.0,0.0,0.0,2
1021,21057,13.0,13.6,32.0,31.8,20.200000000000006,0.0,0.0,0.0,2
1022,21059,11.8,11.3,30.3,30.4,20.200000000000006,0.093495808,0.111930806,0.111930806,2
1023,21061,12.9,16.1,32.2,31.2,20.200000000000006,0.0,0.0,0.0,2
1024,21063,12.1,13.2,30.8,33.7,20.200000000000006,0.0,0.0,0.0,2
1025,21065,12.4,14.6,31.1,35.1,20.200000000000006,0.0,0.0,0.0,2
1026,21067,9.7,9.0,29.0,27.3,20.200000000000006,0.143582871,0.154441645,0.154441645,1
1027,21069,10.5,13.5,31.3,34.5,20.200000000000006,0.140056022,0.068752149,0.068752149,2
1028,21071,13.5,13.4,35.8,37.6,20.200000000000006,0.0,0.0,0.0,2
1029,21073,10.9,13.4,31.3,33.2,20.200000000000006,0.121819991,0.080192462,0.080192462,2
1030,21075,12.5,14.6,31.7,32.0,20.200000000000006,0.0,0.0,0.0,2
1031,21077,11.0,12.6,31.3,35.8,20.200000000000006,0.0,0.0,0.0,2
1032,21079,12.1,12.8,31.2,30.5,20.200000000000006,0.0,0.0,0.0,2
1033,21081,9.5,12.7,32.7,36.3,20.200000000000006,0.121472244,0.040201,0.040201,2
1034,21083,11.7,10.7,32.2,30.1,20.200000000000006,0.0541536,0.079749056,0.079749056,2
1035,21085,12.4,14.7,29.8,36.5,20.200000000000006,0.0390335,0.076353363,0.076353363,2
1036,21087,12.0,13.3,29.8,38.1,20.200000000000006,0.0,0.0,0.0,2
1037,21089,13.5,14.4,32.0,39.8,20.200000000000006,0.026988400000000003,0.0275421,0.0275421,2
1038,21091,10.8,13.9,30.4,34.5,20.200000000000006,0.0,0.0,0.0,2
1039,21093,12.1,11.6,29.4,32.9,20.200000000000006,0.079009224,0.101601611,0.101601611,2
1040,21095,14.5,16.9,30.4,36.5,20.200000000000006,0.0338593,0.035507599999999986,0.035507599999999986,3
1041,21097,11.8,13.1,31.9,30.1,20.200000000000006,0.10585371,0.0537866,0.0537866,2
1042,21099,10.8,13.1,32.7,37.1,20.200000000000006,0.054954099999999985,0.107544228,0.107544228,2
1043,21101,12.4,14.0,32.3,32.6,20.200000000000006,0.065164976,0.06456194700000001,0.06456194700000001,2
1044,21103,12.2,11.4,32.5,31.6,20.200000000000006,0.0,0.0,0.0,2
1045,21105,12.9,14.1,30.9,35.2,20.200000000000006,0.0,0.0,0.0,2
1046,21107,11.0,13.3,33.1,35.0,20.200000000000006,0.063937256,0.021562900000000003,0.021562900000000003,2
1047,21109,11.1,13.7,33.1,37.5,20.200000000000006,0.0,0.0,0.0,2
1048,21111,11.9,11.9,31.8,31.6,20.200000000000006,0.101804657,0.101312324,0.101312324,2
1049,21113,11.8,9.3,28.1,31.5,20.200000000000006,0.10383569,0.118075371,0.118075371,1
1050,21115,12.2,15.3,34.2,37.2,20.200000000000006,0.0430663,0.0429886,0.0429886,2
1051,21117,9.9,10.8,27.7,28.5,20.200000000000006,0.131877241,0.13420444199999998,0.13420444199999998,2
1052,21119,14.3,16.1,31.5,40.2,20.200000000000006,0.0,0.0,0.0,2
1053,21121,12.2,16.2,33.5,39.3,20.200000000000006,0.0,0.031448500000000004,0.031448500000000004,2
1054,21123,12.6,13.7,30.3,33.6,20.200000000000006,0.14112334199999998,0.141043724,0.141043724,2
1055,21125,13.9,14.2,35.0,37.8,20.200000000000006,0.0341804,0.0166625,0.0166625,2
1056,21127,11.7,17.7,33.6,42.2,20.200000000000006,0.0,0.0,0.0,3
1057,21129,12.4,16.0,32.3,33.9,20.200000000000006,0.0,0.0,0.0,2
1058,21131,14.0,16.0,32.8,43.2,20.200000000000006,0.0,0.0,0.0,2
1059,21133,15.2,17.5,35.7,38.6,20.200000000000006,0.0,0.0,0.0,3
1060,21135,11.7,14.6,33.8,38.3,20.200000000000006,0.0,0.0,0.0,2
1061,21137,11.5,12.3,36.0,30.8,20.200000000000006,0.0403616,0.0409082,0.0409082,2
1062,21139,12.1,12.3,29.3,29.7,20.200000000000006,0.0,0.0,0.0,2
1063,21141,11.6,11.8,31.4,35.2,20.200000000000006,0.0372135,0.0,0.0,2
1064,21143,11.8,14.3,32.8,33.3,20.200000000000006,0.0,0.0,0.0,2
1065,21145,11.6,11.5,30.1,33.7,20.200000000000006,0.152313644,0.091861106,0.091861106,2
1066,21147,12.9,15.6,31.4,34.3,20.200000000000006,0.0,0.0,0.0,2
1067,21149,13.4,17.5,31.3,36.8,20.200000000000006,0.0,0.0,0.0,3
1068,21151,9.4,10.5,30.4,32.2,20.200000000000006,0.133658975,0.091596061,0.091596061,2
1069,21153,11.6,13.4,30.4,33.7,20.200000000000006,0.0,0.0,0.0,2
1070,21155,11.2,11.1,31.1,30.6,20.200000000000006,0.0505842,0.0,0.0,2
1071,21157,10.5,11.1,32.3,34.1,20.200000000000006,0.095507943,0.129228185,0.129228185,2
1072,21159,11.8,13.9,36.1,39.3,20.200000000000006,0.076687117,0.079763899,0.079763899,2
1073,21161,12.1,13.0,31.2,30.1,20.200000000000006,0.0572607,0.0582547,0.0582547,2
1074,21163,11.3,11.6,33.9,35.9,20.200000000000006,0.0352075,0.102954803,0.102954803,2
1075,21165,13.6,12.3,32.2,33.3,20.200000000000006,0.0,0.0,0.0,2
1076,21167,13.0,12.2,31.1,35.8,20.200000000000006,0.0,0.093813031,0.093813031,2
1077,21169,11.5,15.7,30.5,33.8,20.200000000000006,0.0,0.0,0.0,2
1078,21171,10.8,13.3,32.0,29.9,20.200000000000006,0.182332027,0.0,0.0,2
1079,21173,12.1,13.3,31.9,32.2,20.200000000000006,0.151474988,0.109194147,0.109194147,2
1080,21175,11.6,14.7,34.1,35.5,20.200000000000006,0.071797817,0.0,0.0,2
1081,21177,12.2,12.4,31.2,37.8,20.200000000000006,0.09522298,0.0320441,0.0320441,2
1082,21179,10.5,11.3,28.2,32.4,20.200000000000006,0.139619305,0.133892707,0.133892707,2
1083,21181,12.2,12.5,33.2,32.5,20.200000000000006,0.0,0.0,0.0,2
1084,21183,13.0,16.0,31.1,37.2,20.200000000000006,0.041862,0.0417066,0.0417066,2
1085,21185,9.6,10.3,29.3,28.0,20.200000000000006,0.0334577,0.031501,0.031501,2
1086,21187,11.2,11.4,30.7,30.0,20.200000000000006,0.0,0.0,0.0,2
1087,21189,12.2,13.1,29.7,33.6,20.200000000000006,0.0,0.0,0.0,2
1088,21191,11.0,15.0,32.3,32.4,20.200000000000006,0.067631543,0.0,0.0,2
1089,21193,12.9,14.5,36.0,37.0,20.200000000000006,0.0,0.0,0.0,2
1090,21195,15.7,16.1,35.7,38.9,20.200000000000006,0.0459735,0.0158645,0.0158645,2
1091,21197,14.4,13.4,34.0,36.3,20.200000000000006,0.0,0.0,0.0,2
1092,21199,11.2,13.4,30.0,33.6,20.200000000000006,0.06378466299999999,0.078339209,0.078339209,2
1093,21201,11.6,13.7,33.1,34.6,20.200000000000006,0.0,0.0,0.0,2
1094,21203,10.3,13.2,31.7,36.0,20.200000000000006,0.0,0.0,0.0,2
1095,21205,10.3,11.1,33.9,34.4,20.200000000000006,0.128534704,0.084548721,0.084548721,2
1096,21207,12.3,12.2,31.9,34.6,20.200000000000006,0.0567151,0.056262,0.056262,2
1097,21209,9.9,10.6,32.6,29.4,20.200000000000006,0.0431732,0.05849780000000001,0.05849780000000001,2
1098,21211,10.4,11.6,32.6,33.0,20.200000000000006,0.0481047,0.0445682,0.0445682,2
1099,21213,12.5,11.6,31.4,35.4,20.200000000000006,0.058048400000000014,0.16829350399999998,0.16829350399999998,2
1100,21215,10.2,12.3,32.1,30.3,20.200000000000006,0.058924,0.0,0.0,2
