FIPS,PCT_DIABETES_ADULTS08,PCT_DIABETES_ADULTS13,PCT_OBESE_ADULTS08,PCT_OBESE_ADULTS13,PCT_HSPA15,RECFACPTH09,RECFACPTH14,RECFACPTH14 
6069,7.2,7.6,25.0,23.3,25.3,0.128591373,0.03432469999999999,0.03432469999999999
6071,7.7,9.2,28.6,27.9,25.3,0.05809450000000001,0.0530148,0.0530148
6073,7.1,7.7,21.7,19.1,25.3,0.104534067,0.10939407,0.10939407
6075,7.9,7.9,16.3,16.1,25.3,0.13342943599999998,0.156017404,0.156017404
6077,7.9,10.3,30.3,28.3,25.3,0.05311799999999999,0.0586923,0.0586923
6079,6.4,8.5,21.6,24.5,25.3,0.15290234800000002,0.13616021,0.13616021
6081,6.8,8.3,19.4,21.1,25.3,0.134525943,0.145007587,0.145007587
6083,7.5,7.1,19.0,18.2,25.3,0.11180999,0.12254123300000001,0.12254123300000001
6085,7.4,8.4,20.2,19.5,25.3,0.112172596,0.12773111,0.12773111
6087,6.2,7.0,17.1,20.2,25.3,0.153840829,0.139806625,0.139806625
6089,7.1,9.4,27.2,26.5,25.3,0.090253217,0.088985785,0.088985785
6091,8.8,9.6,24.3,22.5,25.3,0.0,0.0,0.0
6093,8.0,8.6,25.3,23.2,25.3,0.11163704599999999,0.11460529900000001,0.11460529900000001
6095,9.9,9.8,28.0,30.1,25.3,0.09018011699999999,0.095098705,0.095098705
6097,6.6,7.9,20.0,20.9,25.3,0.125135825,0.125926459,0.125926459
6099,8.1,9.7,30.2,32.6,25.3,0.078195865,0.078947814,0.078947814
6101,7.9,8.6,25.3,28.7,25.3,0.105970371,0.104332947,0.104332947
6103,8.7,11.2,23.5,27.2,25.3,0.0477016,0.0158562,0.0158562
6105,9.6,10.1,23.3,25.1,25.3,0.145327714,0.075930144,0.075930144
6107,7.6,8.0,31.6,32.6,25.3,0.045768,0.0240071,0.0240071
6109,6.8,10.1,22.2,20.2,25.3,0.161160355,0.09288328300000001,0.09288328300000001
6111,7.1,7.6,23.5,20.3,25.3,0.10550464300000001,0.10872416900000001,0.10872416900000001
6113,6.7,6.9,27.2,22.7,25.3,0.080083687,0.081892191,0.081892191
6115,6.2,7.6,31.7,24.8,25.3,0.0418953,0.027039499999999998,0.027039499999999998
8001,6.5,7.2,24.3,26.3,25.532395061728486,0.05508380000000001,0.0624067,0.0624067
8003,5.6,6.7,21.0,23.0,25.532395061728486,0.196219504,0.18544847600000003,0.18544847600000003
8005,5.9,6.3,18.6,21.4,25.532395061728486,0.106541469,0.124430166,0.124430166
8007,5.4,5.9,15.7,16.5,25.532395061728486,0.164352042,0.081672656,0.081672656
8009,8.2,7.6,25.2,19.4,25.532395061728486,0.0,0.0,0.0
8011,5.6,7.0,21.4,26.5,25.532395061728486,0.0,0.0,0.0
8013,3.5,4.1,13.2,13.4,25.532395061728486,0.180770149,0.201064044,0.201064044
8014,4.5,5.5,20.2,17.6,25.532395061728486,0.127762872,0.128745695,0.128745695
8015,5.0,6.4,14.9,20.5,25.532395061728486,0.280080663,0.21782933100000001,0.21782933100000001
8017,6.1,6.5,18.7,23.7,25.532395061728486,0.0,0.0,0.0
8019,5.4,7.9,21.6,18.1,25.532395061728486,0.111185235,0.108849461,0.108849461
8021,6.2,6.0,17.3,24.5,25.532395061728486,0.0,0.0,0.0
8023,7.3,8.3,19.1,21.9,25.532395061728486,0.0,0.0,0.0
8025,4.7,6.0,20.0,21.6,25.532395061728486,0.0,0.0,0.0
8027,6.4,6.8,17.7,20.5,25.532395061728486,0.0,0.0,0.0
8029,6.7,7.6,18.8,20.4,25.532395061728486,0.0320965,0.0334784,0.0334784
8031,5.4,6.0,17.0,16.4,25.532395061728486,0.10526119199999999,0.152140053,0.152140053
8033,5.7,7.5,19.7,19.8,25.532395061728486,0.0,0.0,0.0
8035,3.4,5.3,16.0,17.0,25.532395061728486,0.11372278599999999,0.12395197,0.12395197
8037,3.0,3.3,12.9,11.8,25.532395061728486,0.152343229,0.207856994,0.207856994
8039,4.7,5.2,19.4,19.6,25.532395061728486,0.0435445,0.0,0.0
8041,5.5,7.0,19.5,22.3,25.532395061728486,0.100318882,0.10248387800000001,0.10248387800000001
8043,7.0,8.1,21.2,22.8,25.532395061728486,0.128010924,0.086017806,0.086017806
8045,4.6,4.7,14.8,20.0,25.532395061728486,0.087582547,0.069612433,0.069612433
8047,4.9,6.3,17.4,19.7,25.532395061728486,0.0,0.0,0.0
8049,4.7,5.6,17.4,17.4,25.532395061728486,0.06710508700000001,0.206242266,0.206242266
8051,3.6,4.6,14.9,14.8,25.532395061728486,0.32560562600000004,0.12718601,0.12718601
8053,6.4,6.6,18.0,20.5,25.532395061728486,0.0,0.0,0.0
8055,6.5,7.6,18.8,20.1,25.532395061728486,0.0,0.154750851,0.154750851
8057,6.7,6.6,21.6,21.4,25.532395061728486,0.0,0.0,0.0
