PCT_LACCESS_BLACK15,PCT_SNAP12,PCT_SBP09,CHIPSTAX_STORES14,FOOD_TAX14,PCT_NHBLACK10,POVRATE15,PERPOV10,CHILDPOVRATE15,PERCHLDPOV10
0.15411146380823318,0.7966916174675798,0.5573072819162379,0.5714285714285714,0.5714285714285714,0.20579178678097862,0.21136363636363636,0.0,0.26586620926243565,0.0
0.03874948810106075,0.7966916174675798,0.5573072819162379,0.5714285714285714,0.5714285714285714,0.10894847454570969,0.21590909090909094,0.0,0.27958833619210977,0.0
0.1970898333783924,0.7966916174675798,0.5573072819162379,0.5714285714285714,0.5714285714285714,0.5464870972008691,0.65,1.0,0.7186963979416809,1.0
0.036479195651294635,0.7966916174675798,0.5573072819162379,0.5714285714285714,0.5714285714285714,0.2566106874952628,0.42727272727272725,0.0,0.4459691252144081,1.0
0.003334918012614349,0.7966916174675798,0.5573072819162379,0.5714285714285714,0.5714285714285714,0.01478298725436372,0.25681818181818183,0.0,0.32418524871355053,0.0
0.4814629467929476,0.7966916174675798,0.5573072819162379,0.5714285714285714,0.5714285714285714,0.8189998311293675,0.8227272727272728,1.0,0.8216123499142366,1.0
0.05245650154474946,0.7966916174675798,0.5573072819162379,0.5714285714285714,0.5714285714285714,0.5055076457852773,0.5090909090909091,1.0,0.5608919382504287,1.0
0.0919418334878367,0.7966916174675798,0.5573072819162379,0.5714285714285714,0.5714285714285714,0.23865208678318195,0.3772727272727273,0.0,0.4699828473413378,0.0
0.15255574052865442,0.7966916174675798,0.5573072819162379,0.5714285714285714,0.5714285714285714,0.4517516210694632,0.43181818181818177,0.0,0.5334476843910805,1.0
0.00010828249940988907,0.7966916174675798,0.5573072819162379,0.5714285714285714,0.5714285714285714,0.05431286466745346,0.3636363636363636,0.0,0.46140651801029153,0.0
0.01119734524001691,0.7966916174675798,0.5573072819162379,0.5714285714285714,0.5714285714285714,0.11185890528383773,0.38181818181818183,0.0,0.42538593481989706,0.0
0.27995104728899867,0.7966916174675798,0.5573072819162379,0.5714285714285714,0.5714285714285714,0.505871134302288,0.4772727272727273,1.0,0.5180102915951972,1.0
0.2621964208075479,0.7966916174675798,0.5573072819162379,0.5714285714285714,0.5714285714285714,0.511068632932539,0.42727272727272725,1.0,0.47341337907375636,1.0
0.009243505398325384,0.7966916174675798,0.5573072819162379,0.5714285714285714,0.5714285714285714,0.17205268622895034,0.3409090909090909,0.0,0.41166380789022294,0.0
0.0002536130293948555,0.7966916174675798,0.5573072819162379,0.5714285714285714,0.5714285714285714,0.0386182065938325,0.35227272727272724,0.0,0.41852487135505995,0.0
0.04515560342479734,0.7966916174675798,0.5573072819162379,0.5714285714285714,0.5714285714285714,0.193485824560679,0.2909090909090909,0.0,0.3499142367066895,0.0
0.045955986084735466,0.7966916174675798,0.5573072819162379,0.5714285714285714,0.5714285714285714,0.18712924867451564,0.33409090909090916,0.0,0.40480274442538583,0.0
0.1422750587955166,0.7966916174675798,0.5573072819162379,0.5714285714285714,0.5714285714285714,0.5416816330300085,0.5659090909090909,1.0,0.6466552315608919,1.0
0.08300463678570547,0.7966916174675798,0.5573072819162379,0.5714285714285714,0.5714285714285714,0.3606936943154742,0.38409090909090915,0.0,0.4957118353344768,0.0
0.016722435025475463,0.7966916174675798,0.5573072819162379,0.5714285714285714,0.5714285714285714,0.14519948541993394,0.42954545454545456,0.0,0.5283018867924528,1.0
0.1848785378338449,0.7966916174675798,0.5573072819162379,0.5714285714285714,0.5714285714285714,0.2727858112315701,0.375,0.0,0.451114922813036,1.0
0.0008326900013695488,0.7966916174675798,0.5573072819162379,0.5714285714285714,0.5714285714285714,0.011950874083003157,0.3636363636363636,0.0,0.36706689536878206,0.0
0.10802534060665456,0.7966916174675798,0.5573072819162379,0.5714285714285714,0.5714285714285714,0.22234209446581496,0.3431818181818182,0.0,0.44082332761578036,0.0
0.2586523416411853,0.7966916174675798,0.5573072819162379,0.5714285714285714,0.5714285714285714,0.8096845346102284,0.7090909090909091,1.0,0.8027444253859347,1.0
0.0032959965563366684,0.7966916174675798,0.5573072819162379,0.5714285714285714,0.5714285714285714,0.016936972196001515,0.390909090909091,0.0,0.43910806174957107,0.0
0.12761140967107898,0.7966916174675798,0.5573072819162379,0.5714285714285714,0.5714285714285714,0.2333979776839345,0.2409090909090909,0.0,0.2847341337907375,0.0
0.09319163709376477,0.7966916174675798,0.5573072819162379,0.5714285714285714,0.5714285714285714,0.37148031337358484,0.4772727272727273,1.0,0.49228130360205824,1.0
0.07056940300537456,0.7966916174675798,0.5573072819162379,0.5714285714285714,0.5714285714285714,0.17614150923511263,0.35454545454545455,0.0,0.4699828473413378,0.0
0.012908596811968244,0.7966916174675798,0.5573072819162379,0.5714285714285714,0.5714285714285714,0.13292149176259305,0.38636363636363635,0.0,0.4476843910806174,0.0
0.005090457204990223,0.7966916174675798,0.5573072819162379,0.5714285714285714,0.5714285714285714,0.04470695128239503,0.40227272727272734,0.0,0.4991423670668953,0.0
0.004031160718917573,0.7966916174675798,0.5573072819162379,0.5714285714285714,0.5714285714285714,0.1102273858876111,0.43181818181818177,0.0,0.5403087478559175,1.0
0.5576252025551839,0.7966916174675798,0.5573072819162379,0.5714285714285714,0.5714285714285714,0.9509652498335804,0.7795454545454547,1.0,0.8816466552315608,1.0
0.07465965290732077,0.7966916174675798,0.5573072819162379,0.5714285714285714,0.5714285714285714,0.6880724694074194,0.5704545454545454,1.0,0.6054888507718695,1.0
0.021791638166106617,0.7966916174675798,0.5573072819162379,0.5714285714285714,0.5714285714285714,0.3324850984369196,0.3090909090909091,0.0,0.4150943396226414,1.0
0.07862661708211488,0.7966916174675798,0.5573072819162379,0.5714285714285714,0.5714285714285714,0.3001134754095246,0.3386363636363637,0.0,0.4493996569468267,1.0
0.00905336855882417,0.7966916174675798,0.5573072819162379,0.5714285714285714,0.5714285714285714,0.0389431917690774,0.3409090909090909,0.0,0.40480274442538583,0.0
0.30899856763133327,0.7966916174675798,0.5573072819162379,0.5714285714285714,0.5714285714285714,0.48972306524653375,0.33181818181818185,0.0,0.392795883361921,1.0
0.001135198657893449,0.7966916174675798,0.5573072819162379,0.5714285714285714,0.5714285714285714,0.13139597376925694,0.4840909090909091,0.0,0.523156089193825,0.0
0.021906844482767033,0.7966916174675798,0.5573072819162379,0.5714285714285714,0.5714285714285714,0.11602152934064515,0.3159090909090909,0.0,0.353344768439108,0.0
