CHIPSTAX_STORES14,FOOD_TAX14,PCT_NHBLACK10,PERPOV10,PERCHLDPOV10
0.5714285714285714,0.5714285714285714,0.20579178678097862,0.0,0.0
0.5714285714285714,0.5714285714285714,0.10894847454570969,0.0,0.0
0.5714285714285714,0.5714285714285714,0.5464870972008691,1.0,1.0
0.5714285714285714,0.5714285714285714,0.2566106874952628,0.0,1.0
0.5714285714285714,0.5714285714285714,0.01478298725436372,0.0,0.0
0.5714285714285714,0.5714285714285714,0.8189998311293675,1.0,1.0
0.5714285714285714,0.5714285714285714,0.5055076457852773,1.0,1.0
0.5714285714285714,0.5714285714285714,0.23865208678318195,0.0,0.0
0.5714285714285714,0.5714285714285714,0.4517516210694632,0.0,1.0
0.5714285714285714,0.5714285714285714,0.05431286466745346,0.0,0.0
0.5714285714285714,0.5714285714285714,0.11185890528383773,0.0,0.0
0.5714285714285714,0.5714285714285714,0.505871134302288,1.0,1.0
0.5714285714285714,0.5714285714285714,0.511068632932539,1.0,1.0
0.5714285714285714,0.5714285714285714,0.17205268622895034,0.0,0.0
0.5714285714285714,0.5714285714285714,0.0386182065938325,0.0,0.0
0.5714285714285714,0.5714285714285714,0.193485824560679,0.0,0.0
0.5714285714285714,0.5714285714285714,0.18712924867451564,0.0,0.0
0.5714285714285714,0.5714285714285714,0.5416816330300085,1.0,1.0
0.5714285714285714,0.5714285714285714,0.3606936943154742,0.0,0.0
0.5714285714285714,0.5714285714285714,0.14519948541993394,0.0,1.0
0.5714285714285714,0.5714285714285714,0.2727858112315701,0.0,1.0
0.5714285714285714,0.5714285714285714,0.011950874083003157,0.0,0.0
0.5714285714285714,0.5714285714285714,0.22234209446581496,0.0,0.0
0.5714285714285714,0.5714285714285714,0.8096845346102284,1.0,1.0
0.5714285714285714,0.5714285714285714,0.016936972196001515,0.0,0.0
0.5714285714285714,0.5714285714285714,0.2333979776839345,0.0,0.0
0.5714285714285714,0.5714285714285714,0.37148031337358484,1.0,1.0
0.5714285714285714,0.5714285714285714,0.17614150923511263,0.0,0.0
0.5714285714285714,0.5714285714285714,0.13292149176259305,0.0,0.0
0.5714285714285714,0.5714285714285714,0.04470695128239503,0.0,0.0
0.5714285714285714,0.5714285714285714,0.1102273858876111,0.0,1.0
0.5714285714285714,0.5714285714285714,0.9509652498335804,1.0,1.0
0.5714285714285714,0.5714285714285714,0.6880724694074194,1.0,1.0
0.5714285714285714,0.5714285714285714,0.3324850984369196,0.0,1.0
0.5714285714285714,0.5714285714285714,0.3001134754095246,0.0,1.0
0.5714285714285714,0.5714285714285714,0.0389431917690774,0.0,0.0
0.5714285714285714,0.5714285714285714,0.48972306524653375,0.0,1.0
0.5714285714285714,0.5714285714285714,0.13139597376925694,0.0,0.0
0.5714285714285714,0.5714285714285714,0.11602152934064515,0.0,0.0
0.5714285714285714,0.5714285714285714,0.13350910939982685,0.0,0.0
0.5714285714285714,0.5714285714285714,0.26433477628606994,0.0,0.0
0.5714285714285714,0.5714285714285714,0.14633540240909818,0.0,0.0
0.5714285714285714,0.5714285714285714,0.8580105418136768,1.0,1.0
0.5714285714285714,0.5714285714285714,0.9619536086992396,1.0,1.0
0.5714285714285714,0.5714285714285714,0.2779746805227154,0.0,0.0
0.5714285714285714,0.5714285714285714,0.6032770485097875,1.0,1.0
0.5714285714285714,0.5714285714285714,0.04480000765533749,0.0,0.0
0.5714285714285714,0.5714285714285714,0.017477348672173952,0.0,0.0
