GROCPTH14,SUPERCPTH14,CONVSPTH14,SPECSPTH14,SNAPSPTH12,WICSPTH12,FFRPTH14,PCT_SNAP12,PCT_NSLP15,PCT_SBP15,PCT_WIC15,VLFOODSEC_10_12,MILK_PRICE10,SODA_PRICE10,VEG_ACRESPTH12,BERRY_ACRESPTH12,GHVEG_SQFTPTH12,POVRATE15
0.022926256854047523,0.07276841824366105,0.11770015339521411,0.025958991702699732,0.10123220759149533,0.030082511359339904,0.11697806663064177,0.7966916174675798,0.6896869689164644,0.5574045077596441,0.7591114487905429,0.7346938775510204,0.36892377812202803,0.20917158668443792,0.0038175026283459802,0.00010085893077003169,0.0,0.21136363636363636
0.04601196347810581,0.12086308547251785,0.12815554041757413,0.09341815291971547,0.10889987162635459,0.04726661082186711,0.11873410253050129,0.7966916174675798,0.6896869689164644,0.5574045077596441,0.7591114487905429,0.7346938775510204,0.43932369112014746,0.2948597831648163,0.0026606660992909916,0.0005436405281486947,0.007728345693881518,0.21590909090909094
0.059043403951485426,0.14992377378995428,0.1535810367368283,0.05348309613456224,0.19233853291568248,0.08595272831237817,0.14728307362821735,0.7966916174675798,0.6896869689164644,0.5574045077596441,0.7591114487905429,0.7346938775510204,0.6160923170772834,0.2689921692858137,0.00026178788984200654,0.0017211638368123487,0.0,0.65
0.07053674583726123,0.1791078107074647,0.14485026208641774,0.03194703940332249,0.10800869368469523,0.07390361160877111,0.039989336216800855,0.7966916174675798,0.6896869689164644,0.5574045077596441,0.7591114487905429,0.7346938775510204,0.36892377812202803,0.20917158668443792,0.0006378402478168869,0.0021957458783623293,0.0071999405115086915,0.42727272727272725
0.03300472983972782,0.06983828434190296,0.10166496297835116,0.0,0.09869986952404824,0.03465570612275435,0.06548970005476083,0.7966916174675798,0.6896869689164644,0.5574045077596441,0.7591114487905429,0.7346938775510204,0.36892377812202803,0.20917158668443792,0.0022496851637293963,0.0007320197909131367,0.0,0.25681818181818183
0.05899293954898202,0.0,0.060572277864889876,0.0,0.20553735579932042,0.06377696548978427,0.05016722399598662,0.7966916174675798,0.6896869689164644,0.5574045077596441,0.7591114487905429,0.7346938775510204,0.36892377812202803,0.20917158668443792,0.002807155849959202,0.0,0.0,0.8227272727272728
0.046930429700667804,0.19861059491916636,0.22487189598540375,0.0,0.2015472475804428,0.06579011707367906,0.15076862440793853,0.7966916174675798,0.6896869689164644,0.5574045077596441,0.7591114487905429,0.7346938775510204,0.36892377812202803,0.20917158668443792,0.0008709693870319304,0.0021957458783623293,0.0,0.5090909090909091
0.07395441521499192,0.1043255048625953,0.13874414799193016,0.006202741100645085,0.17659958705062237,0.05410245516718034,0.15994340728720455,0.7966916174675798,0.6896869689164644,0.5574045077596441,0.7591114487905429,0.7346938775510204,0.36892377812202803,0.20917158668443792,8.714149488485317e-05,0.00011387326375328339,0.0071999405115086915,0.3772727272727273
0.06522185711440247,0.11829453227097672,0.14669170872903037,0.04219976370438877,0.1510153402705536,0.0588304255293566,0.1373400633490128,0.7966916174675798,0.6896869689164644,0.5574045077596441,0.7591114487905429,0.7346938775510204,0.20017920366834163,0.26398922931698143,0.0002542975006498011,0.00016331303023437997,0.003668017613668446,0.43181818181818177
0.06097092613161553,0.15481821399289095,0.15024772433559272,0.02761456110287191,0.17893440147333023,0.07701472138388223,0.10369858283170412,0.7966916174675798,0.6896869689164644,0.5574045077596441,0.7591114487905429,0.7346938775510204,0.20017920366834163,0.26398922931698143,0.0009818696315821475,0.0021957458783623293,0.0,0.3636363636363636
