FIPS,MILK_PRICE10,SODA_PRICE10,MILK_SODA_PRICE10,SODATAX_STORES14,SODATAX_VENDM14,CHIPSTAX_STORES14,CHIPSTAX_VENDM14,FOOD_TAX14
1001,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0
1003,1.01769,1.001391,0.9401653,4.0,4.0,4.0,4.0,4.0
1005,1.136671,0.9925835999999999,1.0594,4.0,4.0,4.0,4.0,4.0
1007,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0
1009,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0
1011,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0
1013,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0
1015,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0
1017,0.8567245000000001,0.9908802,0.7998569999999999,4.0,4.0,4.0,4.0,4.0
1019,0.8567245000000001,0.9908802,0.7998569999999999,4.0,4.0,4.0,4.0,4.0
1021,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0
1023,1.136671,0.9925835999999999,1.0594,4.0,4.0,4.0,4.0,4.0
1025,1.136671,0.9925835999999999,1.0594,4.0,4.0,4.0,4.0,4.0
1027,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0
1029,0.8567245000000001,0.9908802,0.7998569999999999,4.0,4.0,4.0,4.0,4.0
1031,1.136671,0.9925835999999999,1.0594,4.0,4.0,4.0,4.0,4.0
1033,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0
1035,1.136671,0.9925835999999999,1.0594,4.0,4.0,4.0,4.0,4.0
1037,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0
1039,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0
1041,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0
1043,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0
1045,1.136671,0.9925835999999999,1.0594,4.0,4.0,4.0,4.0,4.0
1047,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0
1049,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0
1051,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0
1053,1.136671,0.9925835999999999,1.0594,4.0,4.0,4.0,4.0,4.0
1055,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0
1057,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0
1059,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0
1061,1.136671,0.9925835999999999,1.0594,4.0,4.0,4.0,4.0,4.0
1063,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0
1065,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0
1067,1.136671,0.9925835999999999,1.0594,4.0,4.0,4.0,4.0,4.0
1069,1.136671,0.9925835999999999,1.0594,4.0,4.0,4.0,4.0,4.0
1071,1.136671,0.9925835999999999,1.0594,4.0,4.0,4.0,4.0,4.0
1073,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0
1075,1.136671,0.9925835999999999,1.0594,4.0,4.0,4.0,4.0,4.0
1077,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0
1079,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0
1081,1.136671,0.9925835999999999,1.0594,4.0,4.0,4.0,4.0,4.0
1083,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0
1085,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0
1087,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0
1089,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0
1091,1.136671,0.9925835999999999,1.0594,4.0,4.0,4.0,4.0,4.0
1093,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0
1095,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0
1097,1.01769,1.001391,0.9401653,4.0,4.0,4.0,4.0,4.0
1099,1.136671,0.9925835999999999,1.0594,4.0,4.0,4.0,4.0,4.0
1101,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0
1103,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0
1105,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0
1107,1.136671,0.9925835999999999,1.0594,4.0,4.0,4.0,4.0,4.0
1109,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0
1111,0.8567245000000001,0.9908802,0.7998569999999999,4.0,4.0,4.0,4.0,4.0
1113,1.136671,0.9925835999999999,1.0594,4.0,4.0,4.0,4.0,4.0
1115,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0
1117,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0
1119,1.136671,0.9925835999999999,1.0594,4.0,4.0,4.0,4.0,4.0
